d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,minions_killed,server
4.0,3.0,Jhin,Side.blue,10.0,1650.0,3155.0,1650.0,10.0,1.0,0.0,13.0,16.0,18379.0,0.0,9.0,99609,8418,Many,2
4.0,14.0,Lulu,Side.red,7.0,0.0,137.0,0.0,8.0,1.0,1.0,13.0,20.0,16889.0,0.0,53.0,10310,7342,Few,0
4.0,1.0,Lucian,Side.blue,3.0,2012.0,3985.0,2012.0,5.0,1.0,2.0,13.0,0.0,14618.0,1.0,27.0,127716,9947,Many,0
3.0,4.0,Jhin,Side.red,3.0,1608.0,2248.0,1608.0,5.0,1.0,2.0,13.0,13.0,15838.0,0.0,11.0,120523,9298,Many,1
7.0,4.0,Caitlyn,Side.blue,5.0,3314.0,7723.0,3314.0,8.0,1.0,3.0,14.0,4.0,19431.0,1.0,31.0,142321,10452,Many,1
12.0,4.0,Ziggs,Side.red,6.0,12117.0,15397.0,12117.0,8.0,1.0,2.0,13.0,16.0,15726.0,2.0,11.0,134967,10837,Many,1
4.0,12.0,Akshan,Side.blue,0.0,1059.0,1059.0,1059.0,1.0,1.0,1.0,13.0,0.0,10353.0,1.0,17.0,109242,8712,Many,1
14.0,4.0,Yasuo,Side.red,1.0,5850.0,7313.0,5850.0,9.0,1.0,8.0,13.0,13.0,14960.0,2.0,7.0,97001,10126,Many,1
4.0,12.0,Anivia,Side.blue,2.0,1035.0,1035.0,1035.0,7.0,1.0,5.0,13.0,40.0,21981.0,0.0,18.0,108579,10603,Many,0
12.0,4.0,Kassadin,Side.red,1.0,1170.0,1170.0,1170.0,5.0,1.0,4.0,14.0,13.0,26322.0,0.0,10.0,102478,9493,Many,0
4.0,7.0,Aphelios,Side.red,4.0,2835.0,5244.0,2835.0,5.0,1.0,1.0,13.0,19.0,10420.0,1.0,11.0,125506,9015,Many,2
4.0,14.0,Bard,Side.blue,8.0,151.0,1384.0,151.0,10.0,1.0,2.0,13.0,23.0,26018.0,0.0,78.0,14312,8441,Few,2
4.0,1.0,Lucian,Side.red,6.0,1931.0,9005.0,1931.0,7.0,1.0,1.0,14.0,2.0,23263.0,0.0,22.0,178357,10781,Many,2
4.0,3.0,Jinx,Side.blue,4.0,1082.0,2718.0,1082.0,7.0,1.0,3.0,13.0,14.0,17795.0,0.0,11.0,117707,9885,Many,2
1.0,4.0,Samira,Side.red,10.0,2816.0,10253.0,2816.0,13.0,1.0769230769230769,4.0,13.0,3.0,25216.0,1.0,22.0,120194,10871,Many,1
7.0,4.0,Caitlyn,Side.red,6.0,798.0,1390.0,798.0,12.0,1.0833333333333333,7.0,14.0,23.0,19218.0,0.0,21.0,157074,11155,Many,0
14.0,4.0,Neeko,Side.blue,8.0,929.0,1650.0,929.0,11.0,1.0909090909090908,4.0,13.0,43.0,22394.0,0.0,85.0,31781,9685,Few,1
4.0,1.0,Jinx,Side.red,6.0,2008.0,12152.0,2008.0,11.0,1.0909090909090908,6.0,13.0,17.0,21658.0,0.0,29.0,133879,11817,Many,1
4.0,3.0,Kaisa,Side.blue,8.0,2165.0,13914.0,2165.0,11.0,1.090909091,4.0,13.0,5.0,28149.0,1.0,23.0,131842,10320,Many,2
4.0,12.0,Veigar,Side.red,6.0,3704.0,7014.0,3704.0,11.0,1.090909091,6.0,13.0,18.0,23392.0,1.0,12.0,101432,10522,Many,2
7.0,4.0,Ezreal,Side.red,9.0,4054.0,4800.0,4054.0,10.0,1.1,2.0,14.0,0.0,32166.0,1.0,23.0,172121,12110,Many,2
4.0,14.0,Leona,Side.blue,10.0,57.0,260.0,57.0,10.0,1.1,1.0,13.0,77.0,25348.0,0.0,90.0,16406,7935,Few,2
4.0,12.0,Ziggs,Side.blue,6.0,1222.0,1222.0,1222.0,10.0,1.1,5.0,14.0,17.0,19599.0,0.0,16.0,112515,10511,Many,2
14.0,4.0,Karma,Side.red,9.0,184.0,184.0,184.0,10.0,1.1,2.0,13.0,21.0,21796.0,0.0,60.0,26723,7249,Few,1
4.0,7.0,Aphelios,Side.red,6.0,3377.0,6630.0,3377.0,10.0,1.1,5.0,14.0,11.0,24974.0,1.0,29.0,163181,13590,Many,1
4.0,14.0,Leona,Side.red,11.0,0.0,370.0,0.0,10.0,1.1,0.0,13.0,55.0,24324.0,0.0,74.0,21690,7461,Few,1
3.0,4.0,Ezreal,Side.red,6.0,1443.0,4100.0,1443.0,10.0,1.1,5.0,13.0,7.0,24755.0,0.0,33.0,113021,10078,Many,2
4.0,12.0,Syndra,Side.blue,6.0,244.0,1401.0,244.0,9.0,1.1111111111111112,4.0,14.0,25.0,19841.0,0.0,17.0,90611,9211,Many,1
4.0,12.0,Ryze,Side.red,7.0,416.0,416.0,416.0,9.0,1.1111111111111112,3.0,14.0,36.0,27114.0,0.0,20.0,123170,9890,Many,1
14.0,4.0,Lulu,Side.red,10.0,261.0,600.0,261.0,9.0,1.1111111111111112,0.0,13.0,23.0,21892.0,0.0,104.0,24819,7722,Few,1
4.0,14.0,Yasuo,Side.red,2.0,2501.0,7404.0,2501.0,9.0,1.1111111111111112,8.0,14.0,23.0,20498.0,2.0,24.0,150456,12524,Many,0
14.0,4.0,Rumble,Side.red,3.0,0.0,0.0,0.0,9.0,1.1111111111111112,7.0,13.0,9.0,22496.0,0.0,14.0,79605,9790,Many,0
12.0,4.0,Viktor,Side.red,9.0,1542.0,3042.0,1542.0,9.0,1.1111111111111112,1.0,14.0,19.0,21697.0,0.0,22.0,103982,9248,Many,1
4.0,7.0,Caitlyn,Side.red,1.0,5777.0,5777.0,5777.0,9.0,1.1111111111111112,9.0,14.0,12.0,22508.0,2.0,24.0,167899,13120,Many,1
14.0,4.0,Lulu,Side.red,10.0,261.0,600.0,261.0,9.0,1.1111111111111112,0.0,13.0,23.0,21892.0,0.0,104.0,24819,7722,Few,1
4.0,7.0,KogMaw,Side.blue,3.0,4730.0,8333.0,4730.0,8.0,1.125,6.0,13.0,4.0,19100.0,3.0,19.0,109141,10614,Many,1
12.0,4.0,Malphite,Side.red,3.0,0.0,504.0,0.0,8.0,1.125,6.0,14.0,27.0,21511.0,0.0,10.0,91208,9669,Many,1
12.0,4.0,Viktor,Side.blue,7.0,92.0,652.0,92.0,8.0,1.125,2.0,13.0,12.0,15515.0,0.0,14.0,83487,7865,Many,1
12.0,4.0,Malzahar,Side.blue,4.0,3747.0,3747.0,3747.0,8.0,1.125,5.0,14.0,49.0,15482.0,1.0,14.0,129417,10433,Many,2
4.0,7.0,Jhin,Side.blue,5.0,981.0,2502.0,981.0,8.0,1.125,4.0,13.0,15.0,19982.0,0.0,22.0,103235,10537,Many,0
4.0,12.0,Ekko,Side.red,7.0,0.0,528.0,0.0,8.0,1.125,2.0,14.0,12.0,26549.0,0.0,19.0,112619,9991,Many,1
4.0,3.0,Vayne,Side.red,5.0,1315.0,1315.0,1315.0,8.0,1.125,4.0,13.0,14.0,13910.0,1.0,19.0,102688,10651,Many,2
4.0,7.0,Draven,Side.blue,3.0,5371.0,17438.0,5371.0,8.0,1.125,6.0,13.0,12.0,17893.0,3.0,16.0,158741,13039,Many,0
4.0,6.0,Nasus,Side.blue,4.0,1832.0,4692.0,1832.0,8.0,1.125,5.0,13.0,10.0,28060.0,1.0,15.0,109314,11126,Many,0
12.0,4.0,TwistedFate,Side.blue,7.0,0.0,0.0,0.0,8.0,1.125,2.0,13.0,30.0,15406.0,0.0,19.0,88155,8442,Many,1
12.0,4.0,Ekko,Side.blue,4.0,1707.0,1707.0,1707.0,8.0,1.125,5.0,13.0,31.0,25063.0,1.0,14.0,99620,9465,Many,2
12.0,4.0,Sett,Side.blue,4.0,2365.0,2584.0,2365.0,8.0,1.125,5.0,13.0,18.0,26492.0,1.0,19.0,72109,8182,Many,1
3.0,4.0,Ashe,Side.blue,12.0,1427.0,5002.0,1427.0,15.0,1.133333333,5.0,14.0,50.0,26543.0,1.0,41.0,82767,10874,Many,2
4.0,12.0,Irelia,Side.red,5.0,1211.0,1211.0,1211.0,7.0,1.1428571428571428,3.0,13.0,15.0,23400.0,1.0,10.0,92978,8826,Many,0
4.0,12.0,Seraphine,Side.blue,7.0,303.0,606.0,303.0,7.0,1.1428571428571428,1.0,13.0,9.0,12205.0,0.0,8.0,89332,7733,Many,0
4.0,1.0,Draven,Side.blue,4.0,3086.0,6659.0,3086.0,7.0,1.142857143,4.0,13.0,11.0,18120.0,1.0,10.0,111105,10828,Many,2
4.0,14.0,Fizz,Side.red,5.0,1079.0,2079.0,1079.0,7.0,1.142857143,3.0,13.0,11.0,15742.0,0.0,16.0,68030,7539,Many,2
4.0,12.0,Vex,Side.red,4.0,1596.0,1596.0,1596.0,7.0,1.142857143,4.0,13.0,36.0,17420.0,1.0,25.0,99533,10408,Many,2
7.0,4.0,Jinx,Side.blue,7.0,2178.0,2492.0,2178.0,7.0,1.142857143,1.0,14.0,7.0,14883.0,0.0,17.0,108738,9570,Many,2
4.0,12.0,Corki,Side.blue,4.0,2301.0,6730.0,2301.0,7.0,1.142857143,4.0,13.0,3.0,16413.0,0.0,10.0,117244,10629,Many,2
4.0,14.0,Neeko,Side.red,5.0,2133.0,2457.0,2133.0,7.0,1.142857143,3.0,13.0,15.0,17497.0,1.0,12.0,90148,7958,Many,2
4.0,7.0,Samira,Side.blue,4.0,630.0,3020.0,630.0,7.0,1.142857143,4.0,13.0,2.0,16294.0,0.0,16.0,79996,9383,Many,2
14.0,4.0,Thresh,Side.red,15.0,317.0,317.0,317.0,13.0,1.1538461538461535,0.0,13.0,35.0,26517.0,0.0,66.0,20343,7849,Few,1
6.0,4.0,Sett,Side.red,2.0,4564.0,5374.0,4564.0,6.0,1.1666666666666667,5.0,14.0,19.0,27566.0,2.0,28.0,125850,12067,Many,1
12.0,4.0,Yone,Side.blue,3.0,0.0,1396.0,0.0,6.0,1.1666666666666667,4.0,13.0,9.0,17871.0,0.0,16.0,101436,8603,Many,1
3.0,4.0,Lucian,Side.blue,5.0,2397.0,6928.0,2397.0,6.0,1.1666666666666667,2.0,13.0,2.0,14868.0,1.0,17.0,95607,8848,Many,0
14.0,4.0,Kassadin,Side.blue,3.0,0.0,0.0,0.0,6.0,1.1666666666666667,4.0,13.0,10.0,15516.0,0.0,11.0,63862,7476,Many,0
12.0,4.0,Syndra,Side.blue,5.0,902.0,2726.0,902.0,6.0,1.1666666666666667,2.0,14.0,26.0,18906.0,0.0,14.0,122872,9761,Many,1
4.0,12.0,Viktor,Side.blue,3.0,2627.0,2627.0,2627.0,6.0,1.1666666666666667,4.0,13.0,10.0,12447.0,2.0,26.0,97310,9549,Many,1
4.0,7.0,Caitlyn,Side.red,4.0,197.0,1949.0,197.0,6.0,1.1666666666666667,3.0,13.0,18.0,16020.0,0.0,18.0,127381,10083,Many,1
12.0,4.0,Vex,Side.red,2.0,1672.0,1672.0,1672.0,6.0,1.1666666666666667,5.0,13.0,25.0,13940.0,0.0,15.0,106668,9328,Many,1
4.0,3.0,Sylas,Side.red,5.0,688.0,1923.0,688.0,6.0,1.166666667,2.0,13.0,9.0,19239.0,0.0,18.0,100546,8139,Many,2
4.0,12.0,Sylas,Side.red,3.0,607.0,3669.0,607.0,6.0,1.166666667,4.0,14.0,15.0,24070.0,0.0,19.0,80715,9110,Many,2
4.0,14.0,Fizz,Side.blue,3.0,0.0,0.0,0.0,6.0,1.166666667,4.0,13.0,11.0,20236.0,0.0,17.0,88084,10034,Many,2
4.0,12.0,Ziggs,Side.blue,2.0,5000.0,8763.0,5000.0,6.0,1.166666667,5.0,13.0,9.0,14598.0,1.0,8.0,127733,10206,Many,2
4.0,12.0,Vex,Side.red,6.0,0.0,2255.0,0.0,6.0,1.166666667,1.0,13.0,15.0,14747.0,0.0,23.0,94712,7975,Many,2
4.0,14.0,Pyke,Side.blue,13.0,0.0,300.0,0.0,17.0,1.176470588,7.0,14.0,26.0,33551.0,0.0,122.0,27887,11567,Few,2
7.0,4.0,Jhin,Side.blue,3.0,1855.0,2547.0,1855.0,5.0,1.2,3.0,13.0,22.0,17537.0,1.0,22.0,117229,9417,Many,0
4.0,12.0,Viego,Side.red,3.0,810.0,4957.0,810.0,5.0,1.2,3.0,13.0,8.0,19823.0,0.0,19.0,83909,8474,Many,0
4.0,12.0,Syndra,Side.red,4.0,726.0,2514.0,726.0,5.0,1.2,2.0,14.0,35.0,14490.0,0.0,18.0,114645,8779,Many,2
4.0,12.0,Irelia,Side.blue,4.0,2269.0,3334.0,2269.0,5.0,1.2,2.0,14.0,11.0,22596.0,0.0,17.0,114096,10059,Many,0
3.0,4.0,Kaisa,Side.blue,3.0,4153.0,7364.0,4153.0,5.0,1.2,3.0,13.0,3.0,14004.0,1.0,22.0,109776,9607,Many,0
3.0,4.0,Caitlyn,Side.blue,9.0,2899.0,3204.0,2899.0,10.0,1.2,3.0,13.0,43.0,21856.0,0.0,26.0,145392,10726,Many,0
1.0,4.0,Aphelios,Side.blue,2.0,5558.0,15322.0,5558.0,5.0,1.2,4.0,14.0,16.0,18019.0,1.0,30.0,169986,11880,Many,0
7.0,4.0,Aphelios,Side.blue,9.0,3478.0,11044.0,3478.0,10.0,1.2,3.0,13.0,10.0,18516.0,1.0,20.0,123291,10634,Many,1
4.0,12.0,Leblanc,Side.red,4.0,608.0,2512.0,608.0,5.0,1.2,2.0,13.0,18.0,18722.0,0.0,15.0,81335,7951,Many,1
12.0,4.0,Yone,Side.red,3.0,368.0,717.0,368.0,5.0,1.2,3.0,13.0,10.0,17306.0,0.0,10.0,94945,8752,Many,2
4.0,7.0,Caitlyn,Side.blue,8.0,6020.0,8315.0,6020.0,10.0,1.2,4.0,14.0,17.0,21688.0,2.0,14.0,144409,11356,Many,2
4.0,14.0,Zed,Side.blue,5.0,881.0,881.0,881.0,14.0,1.214285714,12.0,14.0,4.0,23669.0,1.0,14.0,96500,11539,Many,2
14.0,4.0,Blitzcrank,Side.red,15.0,637.0,637.0,637.0,14.0,1.2142857142857142,2.0,13.0,40.0,28301.0,0.0,33.0,24654,7482,Few,0
4.0,14.0,Thresh,Side.blue,11.0,255.0,2318.0,255.0,9.0,1.222222222,0.0,14.0,25.0,24937.0,0.0,70.0,22597,7543,Few,2
12.0,4.0,Ziggs,Side.red,11.0,375.0,5113.0,375.0,9.0,1.222222222,0.0,13.0,18.0,15813.0,0.0,25.0,101611,7973,Many,2
4.0,12.0,Lulu,Side.blue,8.0,1288.0,2062.0,1288.0,9.0,1.222222222,3.0,14.0,27.0,26679.0,1.0,27.0,88641,9178,Many,2
4.0,12.0,Lulu,Side.blue,8.0,1288.0,2062.0,1288.0,9.0,1.222222222,3.0,14.0,27.0,26679.0,1.0,27.0,88641,9178,Many,2
4.0,14.0,Karma,Side.red,9.0,622.0,1711.0,622.0,9.0,1.2222222222222223,2.0,13.0,28.0,18759.0,0.0,57.0,42175,8269,Few,0
4.0,12.0,Jayce,Side.blue,10.0,1230.0,1772.0,1230.0,9.0,1.2222222222222223,1.0,14.0,10.0,21054.0,0.0,35.0,120549,10898,Many,0
4.0,1.0,Jinx,Side.red,11.0,2030.0,2786.0,2030.0,13.0,1.2307692307692308,5.0,13.0,16.0,18885.0,1.0,26.0,95821,9754,Many,0
12.0,4.0,Yone,Side.red,3.0,2039.0,2039.0,2039.0,4.0,1.25,2.0,14.0,10.0,15806.0,1.0,29.0,127748,9604,Many,1
4.0,7.0,Ezreal,Side.red,7.0,2840.0,3685.0,2840.0,8.0,1.25,3.0,14.0,2.0,24338.0,0.0,28.0,115393,10161,Many,2
3.0,4.0,Thresh,Side.red,13.0,0.0,0.0,0.0,12.0,1.25,2.0,13.0,28.0,22819.0,0.0,50.0,18474,8517,Few,1
4.0,14.0,Twitch,Side.red,9.0,3025.0,3534.0,3025.0,12.0,1.25,6.0,13.0,10.0,24552.0,1.0,25.0,99968,10286,Many,0
12.0,4.0,Leblanc,Side.blue,2.0,4439.0,6396.0,4439.0,4.0,1.25,3.0,13.0,9.0,16089.0,1.0,22.0,84689,8330,Many,1
12.0,4.0,Corki,Side.blue,3.0,309.0,506.0,309.0,4.0,1.25,2.0,13.0,1.0,12052.0,0.0,11.0,87340,8702,Many,0
4.0,14.0,Graves,Side.blue,4.0,1332.0,2523.0,1332.0,4.0,1.25,1.0,13.0,13.0,11029.0,0.0,22.0,106841,7967,Many,2
12.0,4.0,Syndra,Side.blue,3.0,1253.0,1728.0,1253.0,4.0,1.25,2.0,13.0,24.0,14306.0,0.0,8.0,88648,8543,Many,1
12.0,14.0,Katarina,Side.blue,2.0,481.0,481.0,481.0,8.0,1.25,8.0,13.0,0.0,20391.0,0.0,11.0,98422,10887,Many,2
4.0,14.0,Rakan,Side.blue,14.0,82.0,82.0,82.0,11.0,1.2727272727272727,0.0,13.0,28.0,22154.0,0.0,88.0,21512,7228,Few,0
4.0,12.0,Sylas,Side.blue,5.0,9231.0,9231.0,9231.0,7.0,1.2857142857142858,4.0,14.0,22.0,31528.0,3.0,18.0,126491,11608,Many,1
7.0,4.0,Jhin,Side.blue,5.0,1772.0,3559.0,1772.0,7.0,1.2857142857142858,4.0,14.0,15.0,19333.0,0.0,30.0,156637,11644,Many,0
12.0,4.0,Sylas,Side.blue,5.0,761.0,2796.0,761.0,7.0,1.2857142857142858,4.0,13.0,19.0,21594.0,0.0,8.0,106126,8819,Many,1
4.0,3.0,Jhin,Side.red,8.0,2274.0,5445.0,2274.0,7.0,1.2857142857142858,1.0,14.0,14.0,17473.0,2.0,15.0,145524,9445,Many,0
4.0,1.0,Xayah,Side.red,4.0,5258.0,9491.0,5258.0,7.0,1.2857142857142858,5.0,14.0,13.0,19645.0,3.0,16.0,181476,13327,Many,0
4.0,7.0,Jhin,Side.red,6.0,1707.0,2761.0,1707.0,7.0,1.285714286,3.0,13.0,11.0,19694.0,1.0,9.0,112191,9924,Many,2
4.0,12.0,Kassadin,Side.red,4.0,81.0,81.0,81.0,7.0,1.285714286,5.0,13.0,8.0,17235.0,1.0,18.0,89416,9321,Many,2
4.0,7.0,Aphelios,Side.blue,6.0,7158.0,13113.0,7158.0,10.0,1.3,7.0,14.0,13.0,22760.0,2.0,14.0,115096,11845,Many,0
4.0,3.0,Tristana,Side.red,3.0,3716.0,12874.0,3716.0,10.0,1.3,10.0,14.0,7.0,24982.0,1.0,16.0,163069,13260,Many,0
4.0,7.0,Aphelios,Side.blue,10.0,2866.0,5093.0,2866.0,10.0,1.3,3.0,13.0,10.0,19168.0,1.0,29.0,106277,10538,Many,2
4.0,7.0,Ezreal,Side.red,6.0,3426.0,4637.0,3426.0,10.0,1.3,7.0,14.0,0.0,21976.0,0.0,32.0,142642,12407,Many,1
4.0,1.0,Tristana,Side.red,7.0,4967.0,7235.0,4967.0,9.0,1.333333333,5.0,14.0,2.0,20571.0,1.0,27.0,109372,10795,Many,2
14.0,4.0,Thresh,Side.red,12.0,60.0,1377.0,60.0,9.0,1.333333333,0.0,13.0,34.0,24297.0,0.0,102.0,30389,7548,Few,2
12.0,4.0,Irelia,Side.blue,4.0,5852.0,8499.0,5852.0,6.0,1.333333333,4.0,14.0,8.0,23863.0,1.0,20.0,102508,9849,Many,2
4.0,7.0,Jhin,Side.red,7.0,2508.0,4704.0,2508.0,9.0,1.333333333,5.0,14.0,23.0,21596.0,0.0,33.0,197055,14363,Many,2
12.0,4.0,Ryze,Side.red,2.0,2537.0,7795.0,2537.0,3.0,1.333333333,2.0,13.0,29.0,11451.0,0.0,11.0,119975,8135,Many,2
12.0,4.0,Leblanc,Side.blue,1.0,2083.0,2821.0,2083.0,3.0,1.333333333,3.0,13.0,14.0,13643.0,1.0,36.0,79341,8553,Many,2
4.0,3.0,Draven,Side.red,3.0,3508.0,4320.0,3508.0,6.0,1.333333333,5.0,13.0,8.0,18713.0,1.0,14.0,122093,12121,Many,2
4.0,14.0,Sett,Side.red,4.0,2884.0,3124.0,2884.0,6.0,1.333333333,4.0,13.0,18.0,24528.0,1.0,9.0,103841,9232,Many,2
14.0,4.0,Thresh,Side.red,12.0,60.0,1377.0,60.0,9.0,1.333333333,0.0,13.0,34.0,24297.0,0.0,102.0,30389,7548,Few,2
14.0,4.0,Yasuo,Side.blue,4.0,617.0,2630.0,617.0,6.0,1.333333333,4.0,13.0,10.0,17338.0,0.0,23.0,114977,9778,Many,2
4.0,7.0,Xayah,Side.blue,5.0,1102.0,3880.0,1102.0,6.0,1.333333333,3.0,13.0,3.0,16923.0,0.0,16.0,105542,9313,Many,2
4.0,12.0,TwistedFate,Side.blue,2.0,844.0,844.0,844.0,3.0,1.333333333,2.0,13.0,11.0,12058.0,1.0,17.0,103803,8896,Many,2
14.0,4.0,Pyke,Side.blue,4.0,0.0,2223.0,0.0,9.0,1.3333333333333333,8.0,13.0,25.0,24672.0,0.0,88.0,25522,11126,Few,1
4.0,12.0,MonkeyKing,Side.red,2.0,0.0,1375.0,0.0,6.0,1.3333333333333333,6.0,14.0,11.0,22898.0,0.0,11.0,111870,10377,Many,0
4.0,3.0,Yasuo,Side.red,7.0,1499.0,12603.0,1499.0,6.0,1.3333333333333333,1.0,13.0,11.0,15963.0,0.0,9.0,116597,9288,Many,1
14.0,4.0,Akali,Side.blue,2.0,1035.0,1035.0,1035.0,6.0,1.3333333333333333,6.0,14.0,2.0,21981.0,0.0,19.0,106975,10719,Many,1
4.0,7.0,Kaisa,Side.red,3.0,604.0,5744.0,604.0,6.0,1.3333333333333333,5.0,13.0,1.0,17039.0,0.0,22.0,120105,10522,Many,1
7.0,4.0,Xayah,Side.red,6.0,655.0,655.0,655.0,6.0,1.3333333333333333,2.0,13.0,9.0,14489.0,0.0,14.0,116442,9434,Many,0
7.0,4.0,Kaisa,Side.red,6.0,145.0,3539.0,145.0,6.0,1.3333333333333333,2.0,13.0,0.0,13954.0,0.0,9.0,116255,9352,Many,0
4.0,14.0,Braum,Side.red,11.0,0.0,210.0,0.0,9.0,1.3333333333333333,1.0,13.0,36.0,26945.0,0.0,72.0,21941,8252,Few,1
3.0,4.0,Xayah,Side.red,5.0,3269.0,12966.0,3269.0,6.0,1.3333333333333333,3.0,14.0,13.0,14390.0,2.0,31.0,105590,10081,Many,0
4.0,14.0,Zoe,Side.red,8.0,2407.0,6448.0,2407.0,6.0,1.3333333333333333,0.0,14.0,20.0,15366.0,2.0,14.0,76557,8781,Many,0
4.0,12.0,Akali,Side.blue,3.0,796.0,2326.0,796.0,3.0,1.3333333333333333,1.0,13.0,1.0,16883.0,0.0,20.0,79952,7189,Many,1
12.0,4.0,Zoe,Side.blue,4.0,1747.0,3908.0,1747.0,6.0,1.3333333333333333,4.0,14.0,32.0,15392.0,0.0,55.0,156844,11356,Many,1
4.0,12.0,TwistedFate,Side.red,2.0,0.0,218.0,0.0,3.0,1.3333333333333333,2.0,13.0,28.0,11683.0,0.0,9.0,91989,8241,Many,0
4.0,7.0,Ashe,Side.blue,5.0,930.0,3724.0,930.0,6.0,1.3333333333333333,3.0,14.0,34.0,19357.0,0.0,27.0,121828,11117,Many,0
4.0,14.0,Lux,Side.red,7.0,642.0,811.0,642.0,9.0,1.3333333333333333,5.0,14.0,31.0,16378.0,0.0,60.0,69069,9250,Few,0
4.0,1.0,Xayah,Side.blue,1.0,0.0,4138.0,0.0,3.0,1.3333333333333333,3.0,14.0,6.0,14823.0,0.0,18.0,176440,11680,Many,0
7.0,4.0,Samira,Side.blue,5.0,2817.0,5030.0,2817.0,6.0,1.3333333333333333,3.0,13.0,1.0,14981.0,1.0,9.0,115035,9930,Many,1
14.0,4.0,Gragas,Side.red,8.0,0.0,213.0,0.0,6.0,1.3333333333333333,0.0,13.0,35.0,15217.0,0.0,72.0,17958,6385,Few,1
4.0,14.0,Nautilus,Side.blue,14.0,0.0,0.0,0.0,11.0,1.363636364,1.0,13.0,45.0,23194.0,0.0,60.0,27304,7012,Few,2
3.0,4.0,Ashe,Side.blue,6.0,5662.0,11213.0,5662.0,11.0,1.363636364,9.0,14.0,51.0,23677.0,2.0,30.0,183599,14985,Many,2
12.0,4.0,Syndra,Side.red,5.0,2126.0,5256.0,2126.0,8.0,1.375,6.0,14.0,31.0,20187.0,1.0,25.0,124562,10922,Many,1
4.0,7.0,Kaisa,Side.red,5.0,2290.0,8342.0,2290.0,8.0,1.375,6.0,14.0,2.0,18445.0,0.0,17.0,137304,12841,Many,1
12.0,4.0,Sylas,Side.blue,5.0,0.0,0.0,0.0,8.0,1.375,6.0,14.0,18.0,21147.0,0.0,18.0,82275,9803,Many,0
12.0,14.0,Katarina,Side.red,5.0,288.0,2095.0,288.0,8.0,1.375,6.0,14.0,0.0,23576.0,0.0,12.0,113520,11070,Many,2
4.0,12.0,Irelia,Side.blue,4.0,1109.0,7169.0,1109.0,8.0,1.375,7.0,14.0,10.0,24546.0,1.0,13.0,120864,11404,Many,0
1.0,4.0,Jhin,Side.red,6.0,2053.0,4175.0,2053.0,8.0,1.375,5.0,14.0,32.0,22717.0,0.0,20.0,150533,11868,Many,1
4.0,7.0,Kaisa,Side.red,5.0,2290.0,8342.0,2290.0,8.0,1.375,6.0,14.0,2.0,18445.0,0.0,17.0,137304,12841,Many,1
4.0,7.0,Caitlyn,Side.blue,8.0,1761.0,5165.0,1761.0,8.0,1.375,3.0,14.0,26.0,25151.0,0.0,13.0,153614,10826,Many,2
14.0,4.0,Taliyah,Side.red,6.0,922.0,6222.0,922.0,8.0,1.375,5.0,14.0,11.0,19470.0,0.0,35.0,125873,11230,Many,2
12.0,4.0,TwistedFate,Side.red,8.0,434.0,434.0,434.0,8.0,1.375,3.0,13.0,25.0,17289.0,0.0,12.0,92394,8898,Many,0
12.0,4.0,Pyke,Side.blue,3.0,0.0,0.0,0.0,10.0,1.4,11.0,13.0,37.0,21136.0,0.0,14.0,41882,13057,Few,2
4.0,12.0,TwistedFate,Side.blue,12.0,753.0,753.0,753.0,10.0,1.4,2.0,13.0,38.0,25056.0,0.0,19.0,94362,9482,Many,0
4.0,7.0,Jhin,Side.red,3.0,2547.0,12178.0,2547.0,5.0,1.4,4.0,13.0,6.0,12555.0,1.0,22.0,131742,10130,Many,1
4.0,1.0,Jinx,Side.blue,4.0,891.0,5720.0,891.0,10.0,1.4,10.0,13.0,14.0,22662.0,0.0,23.0,108684,12879,Many,2
12.0,4.0,Lissandra,Side.red,6.0,641.0,641.0,641.0,5.0,1.4,1.0,13.0,37.0,18485.0,1.0,27.0,112095,8893,Many,1
4.0,7.0,Caitlyn,Side.red,9.0,8470.0,8470.0,8470.0,10.0,1.4,5.0,14.0,11.0,24050.0,2.0,38.0,159218,12585,Many,1
3.0,4.0,Xayah,Side.blue,3.0,986.0,2083.0,986.0,5.0,1.4,4.0,14.0,9.0,15901.0,0.0,39.0,139518,10266,Many,0
3.0,4.0,MissFortune,Side.blue,6.0,3107.0,11052.0,3107.0,5.0,1.4,1.0,13.0,4.0,9869.0,1.0,23.0,114196,8877,Many,0
4.0,14.0,Leona,Side.blue,11.0,316.0,1213.0,316.0,10.0,1.4,3.0,13.0,52.0,23624.0,1.0,91.0,23555,8211,Few,0
7.0,4.0,Lucian,Side.blue,5.0,1841.0,1841.0,1841.0,5.0,1.4,2.0,13.0,0.0,15423.0,0.0,14.0,121943,10289,Many,0
4.0,7.0,Caitlyn,Side.red,9.0,8470.0,8470.0,8470.0,10.0,1.4,5.0,14.0,11.0,24050.0,2.0,38.0,159218,12585,Many,1
7.0,4.0,Kindred,Side.blue,5.0,3150.0,12834.0,3150.0,7.0,1.4285714285714286,5.0,13.0,3.0,18965.0,1.0,19.0,97715,9418,Many,1
4.0,14.0,Zoe,Side.blue,8.0,3434.0,8792.0,3434.0,7.0,1.4285714285714286,2.0,14.0,23.0,14338.0,2.0,12.0,90108,9259,Many,0
