d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed,server
12.0,4.0,Leblanc,Side.blue,1.0,790.0,790.0,790.0,5.0,0.6,2.0,12.0,9.0,13350.0,0.0,21.0,61656,7004,Other,Many,1
4.0,12.0,Sylas,Side.red,0.0,142.0,142.0,142.0,5.0,0.6,3.0,11.0,12.0,16744.0,0.0,9.0,51257,6251,Other,Many,2
6.0,4.0,Tryndamere,Side.red,6.0,1599.0,5780.0,1599.0,10.0,0.6,0.0,12.0,5.0,26481.0,0.0,19.0,87565,7410,Other,Many,1
4.0,7.0,Jinx,Side.red,3.0,3883.0,5057.0,3883.0,5.0,0.6,0.0,12.0,10.0,10718.0,1.0,22.0,120758,7909,Other,Many,1
4.0,7.0,Ezreal,Side.blue,4.0,0.0,2486.0,0.0,10.0,0.6,2.0,12.0,0.0,18492.0,0.0,21.0,91080,8223,Other,Many,2
14.0,12.0,Ekko,Side.blue,0.0,513.0,678.0,513.0,5.0,0.6,3.0,12.0,4.0,13202.0,0.0,15.0,84275,7098,Other,Many,0
4.0,7.0,MissFortune,Side.red,0.0,0.0,0.0,0.0,10.0,0.6,6.0,10.0,5.0,13154.0,0.0,12.0,45118,7803,Other,Few,0
4.0,7.0,Caitlyn,Side.red,1.0,1443.0,1443.0,1443.0,5.0,0.6,2.0,8.0,9.0,7076.0,0.0,10.0,34111,5011,Other,Few,2
4.0,12.0,Syndra,Side.red,2.0,739.0,739.0,739.0,5.0,0.6,1.0,12.0,12.0,11303.0,1.0,7.0,65039,7032,Other,Many,2
14.0,4.0,Pantheon,Side.blue,2.0,0.0,0.0,0.0,10.0,0.6,4.0,12.0,20.0,24001.0,0.0,17.0,70056,7355,TopLane_Jungle,Many,2
4.0,12.0,Shen,Side.blue,4.0,713.0,713.0,713.0,10.0,0.6,2.0,13.0,25.0,22718.0,1.0,9.0,50383,8110,TopLane_Jungle,Many,0
14.0,4.0,Leona,Side.blue,2.0,0.0,0.0,0.0,5.0,0.6,1.0,10.0,24.0,13078.0,0.0,67.0,16604,5945,Other,Few,1
14.0,4.0,Zed,Side.red,4.0,2962.0,2962.0,2962.0,10.0,0.6,2.0,11.0,6.0,15221.0,1.0,13.0,63104,6380,TopLane_Jungle,Few,0
4.0,7.0,Jinx,Side.red,2.0,112.0,280.0,112.0,5.0,0.6,1.0,11.0,8.0,12661.0,0.0,9.0,80341,6722,Other,Many,2
3.0,4.0,Lulu,Side.blue,2.0,0.0,0.0,0.0,5.0,0.6,1.0,8.0,19.0,9746.0,0.0,36.0,10208,4977,Other,Few,1
4.0,7.0,Zilean,Side.red,3.0,0.0,413.0,0.0,5.0,0.6,0.0,10.0,10.0,12595.0,0.0,12.0,23675,4893,Other,Few,0
4.0,12.0,MonkeyKing,Side.blue,1.0,0.0,217.0,0.0,5.0,0.6,2.0,13.0,7.0,18832.0,0.0,17.0,76152,6800,TopLane_Jungle,Many,0
11.0,4.0,Kindred,Side.red,3.0,87.0,11605.0,87.0,10.0,0.6,3.0,12.0,5.0,22036.0,0.0,22.0,95185,8221,TopLane_Jungle,Few,0
4.0,14.0,Pyke,Side.blue,1.0,0.0,0.0,0.0,5.0,0.6,2.0,7.0,10.0,7831.0,0.0,21.0,8573,3792,Other,Few,1
6.0,4.0,Tryndamere,Side.red,6.0,1599.0,5780.0,1599.0,10.0,0.6,0.0,12.0,5.0,26481.0,0.0,19.0,87565,7410,Other,Many,1
4.0,11.0,Ekko,Side.blue,2.0,0.0,2506.0,0.0,5.0,0.6,1.0,11.0,9.0,20471.0,0.0,16.0,100227,6608,TopLane_Jungle,Few,0
4.0,12.0,Jayce,Side.red,4.0,263.0,1872.0,263.0,10.0,0.6,2.0,11.0,6.0,17826.0,0.0,20.0,66249,7144,TopLane_Jungle,Many,0
6.0,4.0,Darius,Side.blue,4.0,3223.0,4337.0,3223.0,10.0,0.6,2.0,14.0,19.0,26922.0,1.0,15.0,110860,9834,TopLane_Jungle,Many,2
4.0,12.0,Graves,Side.blue,2.0,1999.0,10087.0,1999.0,5.0,0.6,1.0,13.0,10.0,12838.0,1.0,17.0,107722,7911,TopLane_Jungle,Many,2
4.0,12.0,Jax,Side.red,1.0,2205.0,2205.0,2205.0,5.0,0.6,2.0,12.0,8.0,13815.0,0.0,8.0,86918,6871,TopLane_Jungle,Many,0
4.0,12.0,Akshan,Side.blue,3.0,1953.0,1953.0,1953.0,10.0,0.6,3.0,12.0,0.0,19217.0,0.0,10.0,67404,8645,TopLane_Jungle,Many,1
4.0,12.0,Fiora,Side.red,3.0,8108.0,10105.0,8108.0,10.0,0.6,3.0,16.0,4.0,36016.0,2.0,16.0,135863,12142,TopLane_Jungle,Many,1
3.0,4.0,Yone,Side.blue,1.0,693.0,4102.0,693.0,5.0,0.6,2.0,12.0,17.0,12961.0,0.0,16.0,93560,6791,Other,Many,1
14.0,4.0,Zed,Side.blue,2.0,0.0,0.0,0.0,5.0,0.6,1.0,9.0,2.0,9406.0,0.0,12.0,44696,4537,Other,Few,2
4.0,14.0,Teemo,Side.red,1.0,6407.0,12788.0,6407.0,5.0,0.6,2.0,13.0,18.0,11733.0,2.0,8.0,102987,9446,TopLane_Jungle,Many,0
4.0,7.0,Caitlyn,Side.red,1.0,3296.0,3296.0,3296.0,5.0,0.6,2.0,10.0,6.0,7844.0,1.0,28.0,72660,7010,Other,Many,0
11.0,4.0,LeeSin,Side.red,2.0,0.0,2673.0,0.0,5.0,0.6,1.0,9.0,9.0,12605.0,0.0,13.0,65275,4868,TopLane_Jungle,Few,0
4.0,11.0,Zac,Side.blue,2.0,0.0,1016.0,0.0,5.0,0.6,1.0,9.0,14.0,16227.0,0.0,10.0,59124,5541,TopLane_Jungle,Few,2
4.0,6.0,Tryndamere,Side.blue,0.0,2828.0,3430.0,2828.0,5.0,0.6,3.0,12.0,3.0,17195.0,1.0,9.0,87146,7134,TopLane_Jungle,Many,0
4.0,12.0,Akshan,Side.red,5.0,2890.0,4495.0,2890.0,13.0,0.615384615,3.0,16.0,1.0,31787.0,1.0,29.0,206719,13148,TopLane_Jungle,Many,2
4.0,14.0,Irelia,Side.red,6.0,0.0,0.0,0.0,13.0,0.6153846153846154,2.0,12.0,14.0,28986.0,0.0,31.0,80798,7753,Other,Many,0
3.0,4.0,Taric,Side.red,7.0,353.0,4293.0,353.0,13.0,0.6153846153846154,1.0,14.0,19.0,27713.0,0.0,32.0,22999,6971,Other,Few,0
4.0,6.0,Riven,Side.blue,3.0,2388.0,4405.0,2388.0,8.0,0.625,2.0,15.0,25.0,28708.0,2.0,19.0,158718,11624,TopLane_Jungle,Many,2
4.0,12.0,Irelia,Side.red,4.0,5574.0,5644.0,5574.0,8.0,0.625,1.0,13.0,10.0,25855.0,2.0,8.0,119154,9394,Other,Many,0
7.0,4.0,Draven,Side.blue,2.0,1346.0,4406.0,1346.0,8.0,0.625,3.0,9.0,10.0,15024.0,0.0,14.0,83630,8214,Other,Many,1
4.0,14.0,Lux,Side.red,4.0,0.0,0.0,0.0,8.0,0.625,1.0,9.0,12.0,11624.0,0.0,26.0,12550,5948,Other,Few,0
4.0,12.0,Veigar,Side.red,4.0,0.0,0.0,0.0,8.0,0.625,1.0,13.0,15.0,19200.0,0.0,26.0,92488,7820,Other,Many,2
12.0,4.0,Gragas,Side.blue,3.0,1037.0,1202.0,1037.0,8.0,0.625,2.0,14.0,46.0,39309.0,0.0,24.0,104548,9778,TopLane_Jungle,Many,1
4.0,12.0,Akshan,Side.blue,3.0,355.0,4777.0,355.0,8.0,0.625,2.0,17.0,0.0,22243.0,0.0,25.0,231625,12257,TopLane_Jungle,Many,1
4.0,12.0,Kassadin,Side.blue,3.0,0.0,0.0,0.0,8.0,0.625,2.0,12.0,10.0,21175.0,0.0,9.0,67848,6922,Other,Many,2
11.0,4.0,Graves,Side.blue,3.0,329.0,15426.0,329.0,8.0,0.625,2.0,12.0,11.0,17540.0,0.0,12.0,109117,8246,TopLane_Jungle,Few,1
12.0,4.0,Syndra,Side.blue,3.0,931.0,2130.0,931.0,8.0,0.625,2.0,12.0,22.0,15475.0,0.0,11.0,70338,7989,Other,Many,1
12.0,4.0,Viktor,Side.blue,3.0,5421.0,8781.0,5421.0,8.0,0.625,2.0,15.0,16.0,19820.0,2.0,30.0,151729,12207,TopLane_Jungle,Many,2
4.0,12.0,Kayle,Side.blue,2.0,3102.0,3102.0,3102.0,8.0,0.625,3.0,14.0,4.0,23604.0,1.0,21.0,105083,9873,TopLane_Jungle,Many,0
11.0,4.0,Zed,Side.blue,2.0,0.0,4953.0,0.0,8.0,0.625,3.0,11.0,6.0,20786.0,0.0,14.0,81005,7839,TopLane_Jungle,Few,1
12.0,4.0,Poppy,Side.red,5.0,476.0,476.0,476.0,8.0,0.625,0.0,13.0,27.0,20609.0,0.0,9.0,77739,6947,TopLane_Jungle,Many,2
12.0,4.0,Akali,Side.red,0.0,381.0,381.0,381.0,8.0,0.625,5.0,14.0,1.0,18345.0,0.0,13.0,101717,9688,Other,Many,1
6.0,11.0,Hecarim,Side.red,4.0,0.0,6312.0,0.0,8.0,0.625,1.0,10.0,9.0,21205.0,0.0,10.0,70082,5432,TopLane_Jungle,Few,2
14.0,12.0,Camille,Side.red,2.0,3302.0,3302.0,3302.0,8.0,0.625,3.0,11.0,11.0,17594.0,1.0,10.0,44619,6194,TopLane_Jungle,Few,2
4.0,12.0,Viktor,Side.red,2.0,961.0,961.0,961.0,8.0,0.625,3.0,14.0,9.0,19270.0,1.0,19.0,124589,9966,Other,Many,2
11.0,4.0,Karthus,Side.blue,0.0,761.0,16829.0,761.0,8.0,0.625,5.0,14.0,16.0,24681.0,1.0,15.0,188684,12895,TopLane_Jungle,Few,0
12.0,4.0,Corki,Side.red,3.0,209.0,2702.0,209.0,8.0,0.625,2.0,14.0,3.0,20109.0,0.0,15.0,152071,10724,Other,Many,1
4.0,12.0,Vex,Side.red,5.0,1388.0,3652.0,1388.0,11.0,0.636363636,2.0,13.0,27.0,19425.0,1.0,12.0,99491,8821,Other,Many,2
4.0,12.0,Malphite,Side.red,6.0,0.0,0.0,0.0,11.0,0.636363636,1.0,12.0,24.0,19460.0,0.0,19.0,49782,5832,TopLane_Jungle,Few,2
14.0,12.0,Kled,Side.red,3.0,3646.0,4463.0,3646.0,11.0,0.636363636,4.0,14.0,7.0,41289.0,0.0,13.0,119522,10220,TopLane_Jungle,Many,2
4.0,11.0,Rengar,Side.blue,6.0,577.0,5162.0,577.0,11.0,0.636363636,1.0,12.0,12.0,27920.0,0.0,19.0,79679,7410,TopLane_Jungle,Few,2
7.0,4.0,Aphelios,Side.red,5.0,4677.0,6946.0,4677.0,11.0,0.6363636363636364,2.0,13.0,15.0,21942.0,1.0,27.0,114686,10602,Other,Many,1
4.0,11.0,Viego,Side.blue,2.0,0.0,3465.0,0.0,11.0,0.6363636363636364,5.0,13.0,13.0,25312.0,0.0,31.0,105648,10027,TopLane_Jungle,Few,0
14.0,4.0,Talon,Side.blue,1.0,4248.0,14696.0,4248.0,11.0,0.6363636363636364,6.0,15.0,4.0,26374.0,2.0,18.0,165482,13126,Other,Many,0
1.0,4.0,Twitch,Side.red,3.0,1000.0,2900.0,1000.0,11.0,0.6363636363636364,4.0,10.0,3.0,17637.0,0.0,7.0,39991,6022,Other,Few,1
12.0,4.0,Jayce,Side.red,4.0,4121.0,4121.0,4121.0,11.0,0.6363636363636364,3.0,12.0,9.0,17534.0,0.0,18.0,92345,8138,TopLane_Jungle,Many,1
12.0,4.0,Graves,Side.red,2.0,1504.0,2457.0,1504.0,11.0,0.6363636363636364,5.0,14.0,17.0,27375.0,0.0,20.0,146020,10269,TopLane_Jungle,Many,1
4.0,12.0,Yasuo,Side.red,6.0,0.0,2686.0,0.0,11.0,0.6363636363636364,1.0,12.0,20.0,17988.0,0.0,11.0,74248,7387,TopLane_Jungle,Many,1
12.0,4.0,Yone,Side.red,4.0,0.0,4077.0,0.0,11.0,0.6363636363636364,3.0,13.0,15.0,22093.0,0.0,21.0,97196,8024,TopLane_Jungle,Many,1
4.0,7.0,Senna,Side.red,6.0,85.0,2084.0,85.0,11.0,0.6363636363636364,1.0,10.0,16.0,20427.0,0.0,38.0,24060,6449,Other,Few,0
4.0,12.0,Graves,Side.red,5.0,807.0,4505.0,807.0,11.0,0.6363636363636364,2.0,14.0,18.0,28303.0,0.0,19.0,136029,10234,Other,Many,0
4.0,12.0,Irelia,Side.blue,2.0,2830.0,3519.0,2830.0,11.0,0.6363636363636364,5.0,15.0,12.0,40528.0,1.0,12.0,145551,11200,TopLane_Jungle,Many,1
4.0,12.0,Poppy,Side.red,8.0,3499.0,7168.0,3499.0,14.0,0.6428571428571429,1.0,16.0,49.0,48959.0,1.0,35.0,169555,11729,TopLane_Jungle,Many,0
4.0,12.0,Poppy,Side.blue,7.0,1239.0,4045.0,1239.0,14.0,0.6428571428571429,2.0,15.0,35.0,35005.0,0.0,27.0,104222,9491,TopLane_Jungle,Many,0
12.0,4.0,Sion,Side.blue,5.0,6287.0,7097.0,6287.0,14.0,0.642857143,4.0,15.0,38.0,40233.0,2.0,11.0,160759,12262,TopLane_Jungle,Many,2
3.0,4.0,Kaisa,Side.blue,2.0,118.0,118.0,118.0,6.0,0.6666666666666666,2.0,11.0,2.0,13995.0,0.0,9.0,77093,7860,Other,Many,1
12.0,4.0,Syndra,Side.blue,1.0,493.0,2506.0,493.0,9.0,0.6666666666666666,5.0,12.0,29.0,20220.0,0.0,27.0,88709,9037,Other,Many,1
4.0,11.0,LeeSin,Side.red,1.0,0.0,10684.0,0.0,3.0,0.6666666666666666,1.0,9.0,9.0,15843.0,0.0,8.0,74134,5255,TopLane_Jungle,Few,0
7.0,4.0,Jhin,Side.red,1.0,0.0,954.0,0.0,3.0,0.6666666666666666,1.0,9.0,7.0,6272.0,0.0,6.0,41579,4606,Other,Few,1
14.0,4.0,Senna,Side.blue,4.0,213.0,2940.0,213.0,6.0,0.6666666666666666,0.0,8.0,24.0,8199.0,0.0,38.0,19539,4700,Other,Few,0
12.0,4.0,Graves,Side.red,0.0,1524.0,20924.0,1524.0,6.0,0.6666666666666666,4.0,16.0,12.0,24511.0,1.0,36.0,177386,12516,TopLane_Jungle,Many,1
11.0,4.0,Graves,Side.blue,3.0,0.0,4568.0,0.0,6.0,0.6666666666666666,1.0,13.0,11.0,22148.0,0.0,25.0,143657,8181,TopLane_Jungle,Few,0
12.0,4.0,Graves,Side.red,0.0,1524.0,20924.0,1524.0,6.0,0.6666666666666666,4.0,16.0,12.0,24511.0,1.0,36.0,177386,12516,TopLane_Jungle,Many,1
14.0,4.0,Anivia,Side.red,4.0,0.0,501.0,0.0,12.0,0.6666666666666666,4.0,10.0,30.0,19482.0,0.0,23.0,26249,7054,Other,Few,0
3.0,4.0,Samira,Side.red,1.0,2692.0,2692.0,2692.0,3.0,0.6666666666666666,1.0,9.0,1.0,7228.0,0.0,9.0,52149,5860,Other,Many,1
12.0,4.0,Sion,Side.blue,2.0,4583.0,4583.0,4583.0,3.0,0.6666666666666666,0.0,13.0,9.0,23822.0,1.0,11.0,107446,9307,TopLane_Jungle,Many,0
4.0,7.0,Jhin,Side.blue,3.0,0.0,643.0,0.0,9.0,0.6666666666666666,3.0,13.0,17.0,22026.0,0.0,21.0,140132,10326,Other,Many,1
3.0,4.0,Xayah,Side.red,2.0,945.0,945.0,945.0,3.0,0.6666666666666666,0.0,9.0,1.0,5113.0,0.0,16.0,54939,5542,Other,Many,0
4.0,3.0,Vayne,Side.red,1.0,2822.0,3927.0,2822.0,6.0,0.6666666666666666,3.0,13.0,3.0,14679.0,1.0,24.0,114758,10175,Other,Many,0
11.0,4.0,Zac,Side.blue,3.0,0.0,6550.0,0.0,9.0,0.6666666666666666,3.0,10.0,17.0,24418.0,0.0,9.0,60863,5535,TopLane_Jungle,Few,0
11.0,4.0,Nidalee,Side.blue,2.0,0.0,1720.0,0.0,3.0,0.6666666666666666,0.0,9.0,5.0,13541.0,0.0,12.0,71716,4414,TopLane_Jungle,Few,1
12.0,4.0,Gangplank,Side.red,2.0,926.0,926.0,926.0,3.0,0.6666666666666666,0.0,12.0,5.0,9964.0,0.0,8.0,84378,6895,TopLane_Jungle,Many,0
12.0,4.0,Jayce,Side.red,0.0,1585.0,1655.0,1585.0,3.0,0.6666666666666666,2.0,10.0,6.0,7833.0,0.0,7.0,55711,5627,TopLane_Jungle,Many,1
12.0,4.0,Viktor,Side.blue,1.0,51.0,1978.0,51.0,3.0,0.6666666666666666,1.0,11.0,8.0,6503.0,0.0,12.0,57766,6063,Other,Many,0
14.0,4.0,Rakan,Side.blue,4.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,9.0,16.0,14733.0,0.0,55.0,13458,4391,Other,Few,1
4.0,12.0,Jayce,Side.blue,3.0,2096.0,2096.0,2096.0,9.0,0.6666666666666666,3.0,14.0,7.0,25259.0,0.0,12.0,99338,9276,TopLane_Jungle,Many,0
11.0,14.0,Yone,Side.red,3.0,845.0,8951.0,845.0,9.0,0.6666666666666666,3.0,14.0,22.0,21645.0,1.0,18.0,192466,10691,TopLane_Jungle,Few,0
12.0,4.0,Sett,Side.red,5.0,371.0,371.0,371.0,12.0,0.6666666666666666,3.0,15.0,28.0,34244.0,0.0,22.0,101532,11196,TopLane_Jungle,Many,0
3.0,4.0,Lulu,Side.red,2.0,428.0,509.0,428.0,3.0,0.6666666666666666,0.0,8.0,4.0,6823.0,0.0,25.0,12082,3816,Other,Few,1
4.0,3.0,Aphelios,Side.red,5.0,4877.0,5204.0,4877.0,15.0,0.6666666666666666,5.0,13.0,20.0,22421.0,1.0,13.0,82283,8937,Other,Many,0
4.0,12.0,Malzahar,Side.red,0.0,1971.0,4005.0,1971.0,3.0,0.6666666666666666,2.0,12.0,17.0,6402.0,1.0,16.0,93118,8246,Other,Many,1
4.0,7.0,Jinx,Side.blue,6.0,1774.0,4034.0,1774.0,12.0,0.6666666666666666,2.0,12.0,9.0,21602.0,0.0,7.0,88968,7481,Other,Many,0
4.0,3.0,Sona,Side.blue,4.0,362.0,1103.0,362.0,6.0,0.6666666666666666,0.0,7.0,2.0,7462.0,0.0,23.0,8957,4336,Other,Few,0
12.0,4.0,Irelia,Side.blue,3.0,2082.0,5537.0,2082.0,6.0,0.6666666666666666,1.0,13.0,8.0,19045.0,0.0,10.0,107524,8755,TopLane_Jungle,Many,1
4.0,12.0,Yone,Side.blue,3.0,1235.0,2982.0,1235.0,9.0,0.6666666666666666,3.0,13.0,24.0,18758.0,0.0,9.0,87877,7795,TopLane_Jungle,Many,0
4.0,3.0,Ezreal,Side.blue,2.0,0.0,0.0,0.0,6.0,0.6666666666666666,2.0,9.0,1.0,9867.0,0.0,13.0,39774,5363,Other,Many,0
14.0,4.0,Akshan,Side.red,3.0,642.0,642.0,642.0,6.0,0.6666666666666666,1.0,13.0,0.0,15559.0,0.0,14.0,118249,8469,Other,Many,0
14.0,4.0,Sona,Side.red,1.0,0.0,201.0,0.0,3.0,0.6666666666666666,1.0,10.0,6.0,6776.0,0.0,49.0,13240,5147,Other,Few,0
4.0,7.0,Tristana,Side.blue,1.0,974.0,974.0,974.0,3.0,0.6666666666666666,1.0,11.0,3.0,12504.0,0.0,5.0,65122,5967,Other,Many,0
12.0,4.0,Viktor,Side.blue,1.0,51.0,1978.0,51.0,3.0,0.6666666666666666,1.0,11.0,8.0,6503.0,0.0,12.0,57766,6063,Other,Many,0
12.0,4.0,Irelia,Side.red,2.0,1329.0,3593.0,1329.0,3.0,0.6666666666666666,0.0,13.0,3.0,14372.0,1.0,16.0,86942,7416,TopLane_Jungle,Many,1
4.0,12.0,Renekton,Side.blue,5.0,2348.0,4286.0,2348.0,9.0,0.6666666666666666,1.0,16.0,14.0,36733.0,0.0,41.0,142432,11574,TopLane_Jungle,Many,1
4.0,12.0,Viktor,Side.red,2.0,612.0,1771.0,612.0,6.0,0.6666666666666666,2.0,12.0,11.0,14171.0,0.0,13.0,78948,7226,Other,Many,1
4.0,12.0,Ryze,Side.blue,1.0,632.0,2296.0,632.0,6.0,0.6666666666666666,3.0,11.0,13.0,13468.0,0.0,12.0,78890,7338,Other,Many,0
4.0,14.0,Diana,Side.blue,1.0,3675.0,3871.0,3675.0,3.0,0.6666666666666666,1.0,13.0,2.0,10305.0,1.0,20.0,89926,7369,Other,Many,0
4.0,12.0,Ziggs,Side.red,1.0,0.0,146.0,0.0,3.0,0.6666666666666666,1.0,12.0,11.0,9055.0,0.0,16.0,90292,7183,Other,Many,1
4.0,11.0,LeeSin,Side.blue,2.0,0.0,10368.0,0.0,3.0,0.6666666666666666,0.0,9.0,8.0,12579.0,0.0,13.0,71985,5030,TopLane_Jungle,Few,0
12.0,11.0,Kayn,Side.blue,0.0,991.0,1878.0,991.0,3.0,0.6666666666666666,2.0,11.0,1.0,12524.0,0.0,9.0,72749,6213,TopLane_Jungle,Few,0
12.0,4.0,Yone,Side.blue,3.0,3359.0,4983.0,3359.0,9.0,0.6666666666666666,3.0,12.0,13.0,17614.0,1.0,7.0,84372,8461,TopLane_Jungle,Many,1
11.0,4.0,Trundle,Side.red,5.0,846.0,11461.0,846.0,9.0,0.6666666666666666,1.0,11.0,24.0,34092.0,1.0,31.0,71213,6867,TopLane_Jungle,Few,0
4.0,12.0,Syndra,Side.red,2.0,1530.0,2283.0,1530.0,6.0,0.6666666666666666,2.0,13.0,28.0,12528.0,0.0,21.0,122625,8913,Other,Many,1
4.0,14.0,Thresh,Side.red,4.0,455.0,455.0,455.0,6.0,0.6666666666666666,0.0,8.0,16.0,9326.0,0.0,39.0,13230,4539,Other,Few,0
12.0,4.0,Cassiopeia,Side.blue,2.0,0.0,7245.0,0.0,6.0,0.6666666666666666,2.0,13.0,19.0,15979.0,0.0,24.0,102784,8120,Other,Many,0
4.0,14.0,Lux,Side.red,4.0,124.0,124.0,124.0,6.0,0.6666666666666666,0.0,7.0,23.0,7174.0,0.0,22.0,14470,3866,Other,Few,0
4.0,14.0,Akshan,Side.red,0.0,1865.0,2324.0,1865.0,3.0,0.6666666666666666,2.0,11.0,0.0,9299.0,0.0,16.0,72055,6090,TopLane_Jungle,Many,0
3.0,4.0,Twitch,Side.red,6.0,271.0,361.0,271.0,9.0,0.6666666666666666,0.0,10.0,9.0,17498.0,0.0,8.0,56589,5937,Other,Many,0
3.0,4.0,Lux,Side.blue,5.0,0.0,0.0,0.0,9.0,0.6666666666666666,1.0,11.0,49.0,16516.0,0.0,42.0,16033,6776,Other,Few,1
14.0,4.0,Kennen,Side.red,4.0,396.0,396.0,396.0,9.0,0.6666666666666666,2.0,9.0,9.0,11533.0,0.0,27.0,18594,5588,Other,Few,0
14.0,12.0,Camille,Side.blue,4.0,1094.0,1094.0,1094.0,6.0,0.6666666666666666,0.0,10.0,10.0,17577.0,0.0,7.0,39787,5331,TopLane_Jungle,Few,0
4.0,12.0,MonkeyKing,Side.red,3.0,0.0,1723.0,0.0,12.0,0.6666666666666666,5.0,13.0,9.0,29009.0,0.0,16.0,85110,8644,TopLane_Jungle,Many,0
4.0,14.0,Blitzcrank,Side.red,6.0,0.0,3711.0,0.0,9.0,0.6666666666666666,0.0,10.0,18.0,15454.0,0.0,32.0,17585,4608,Other,Few,0
14.0,4.0,Karma,Side.red,6.0,170.0,170.0,170.0,12.0,0.6666666666666666,2.0,8.0,33.0,19698.0,0.0,57.0,25066,6437,Other,Few,1
11.0,4.0,Vi,Side.blue,4.0,0.0,6615.0,0.0,12.0,0.6666666666666666,4.0,13.0,29.0,30763.0,0.0,41.0,122157,8801,TopLane_Jungle,Few,0
12.0,4.0,Malphite,Side.blue,3.0,0.0,812.0,0.0,6.0,0.6666666666666666,1.0,12.0,23.0,15488.0,0.0,18.0,48735,6481,TopLane_Jungle,Many,0
1.0,4.0,Lucian,Side.red,3.0,278.0,474.0,278.0,6.0,0.6666666666666666,1.0,11.0,0.0,10359.0,0.0,20.0,72483,6503,Other,Many,0
14.0,4.0,Lulu,Side.blue,1.0,0.0,0.0,0.0,3.0,0.6666666666666666,1.0,8.0,20.0,4681.0,0.0,17.0,7989,3501,Other,Few,0
4.0,12.0,Viktor,Side.red,5.0,5438.0,8379.0,5438.0,12.0,0.6666666666666666,3.0,15.0,23.0,27063.0,2.0,20.0,166153,12841,Other,Many,1
14.0,3.0,Yuumi,Side.red,2.0,312.0,312.0,312.0,3.0,0.6666666666666666,0.0,8.0,11.0,4691.0,0.0,15.0,5799,3445,Other,Few,1
4.0,12.0,Vex,Side.red,1.0,177.0,177.0,177.0,6.0,0.6666666666666666,3.0,13.0,21.0,15624.0,0.0,23.0,99729,8077,Other,Many,1
4.0,12.0,Viktor,Side.red,3.0,329.0,1845.0,329.0,6.0,0.666666667,1.0,15.0,9.0,19063.0,0.0,23.0,135288,10418,Other,Many,2
7.0,4.0,Ezreal,Side.blue,4.0,5048.0,6774.0,5048.0,6.0,0.666666667,0.0,14.0,0.0,20250.0,2.0,17.0,127397,10041,Other,Many,2
4.0,7.0,Sona,Side.blue,6.0,1812.0,2764.0,1812.0,9.0,0.666666667,0.0,11.0,10.0,17268.0,0.0,53.0,14153,6699,Other,Few,2
4.0,12.0,Lulu,Side.red,1.0,155.0,155.0,155.0,3.0,0.666666667,1.0,10.0,13.0,5952.0,0.0,7.0,32254,4761,Other,Few,2
4.0,12.0,Galio,Side.blue,3.0,475.0,543.0,475.0,9.0,0.666666667,3.0,11.0,25.0,25725.0,0.0,20.0,55082,6975,Other,Few,2
6.0,4.0,Darius,Side.blue,1.0,0.0,0.0,0.0,3.0,0.666666667,1.0,10.0,5.0,7721.0,0.0,7.0,47354,5287,TopLane_Jungle,Few,2
4.0,12.0,Irelia,Side.red,1.0,3067.0,5751.0,3067.0,6.0,0.666666667,3.0,13.0,8.0,23855.0,2.0,21.0,118532,9617,TopLane_Jungle,Many,2
4.0,12.0,Urgot,Side.blue,2.0,6996.0,7488.0,6996.0,9.0,0.666666667,4.0,15.0,23.0,26575.0,2.0,14.0,168050,12154,TopLane_Jungle,Many,2
4.0,14.0,Teemo,Side.red,0.0,1555.0,1555.0,1555.0,3.0,0.666666667,2.0,11.0,18.0,7683.0,0.0,17.0,57114,6987,TopLane_Jungle,Many,2
3.0,4.0,Lucian,Side.red,2.0,2834.0,7804.0,2834.0,6.0,0.666666667,2.0,13.0,1.0,12002.0,1.0,15.0,77801,7409,Other,Many,2
4.0,11.0,Viego,Side.red,0.0,0.0,6536.0,0.0,3.0,0.666666667,2.0,9.0,6.0,14726.0,0.0,22.0,76845,5656,TopLane_Jungle,Few,2
12.0,4.0,Ryze,Side.red,2.0,2565.0,2565.0,2565.0,6.0,0.666666667,2.0,12.0,32.0,15304.0,2.0,12.0,123933,9193,Other,Many,2
12.0,4.0,Mordekaiser,Side.red,2.0,1356.0,3726.0,1356.0,9.0,0.666666667,4.0,13.0,8.0,26648.0,1.0,24.0,109302,8594,TopLane_Jungle,Many,2
11.0,12.0,Kayn,Side.red,7.0,3538.0,10755.0,3538.0,12.0,0.666666667,1.0,16.0,32.0,48340.0,2.0,19.0,182736,11688,TopLane_Jungle,Many,2
4.0,12.0,Corki,Side.red,0.0,166.0,244.0,166.0,3.0,0.666666667,2.0,11.0,0.0,6019.0,0.0,15.0,72485,7136,Other,Many,2
12.0,4.0,Sylas,Side.blue,1.0,0.0,0.0,0.0,3.0,0.666666667,1.0,11.0,10.0,11966.0,0.0,13.0,52366,5373,Other,Many,2
4.0,11.0,Gragas,Side.blue,5.0,64.0,10345.0,64.0,12.0,0.666666667,3.0,13.0,22.0,33988.0,0.0,31.0,120073,9974,TopLane_Jungle,Few,2
