d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed,server
7.0,4.0,Aphelios,Side.blue,6.0,6194.0,15596.0,6194.0,6.0,1.8333333333333333,5.0,15.0,19.0,24154.0,2.0,15.0,162713,11919,Other,Many,0
4.0,12.0,Akshan,Side.red,9.0,4032.0,4124.0,4032.0,6.0,1.8333333333333333,2.0,13.0,1.0,16181.0,1.0,16.0,116315,9282,TopLane_Jungle,Many,1
14.0,4.0,Karma,Side.blue,10.0,618.0,2004.0,618.0,6.0,1.8333333333333333,1.0,10.0,20.0,14079.0,1.0,67.0,29420,6947,Other,Few,0
14.0,4.0,Lux,Side.red,9.0,568.0,1259.0,568.0,6.0,1.8333333333333333,2.0,8.0,25.0,8281.0,0.0,26.0,16542,5433,Other,Few,1
4.0,14.0,Nautilus,Side.blue,22.0,142.0,890.0,142.0,13.0,1.846153846,2.0,16.0,79.0,30133.0,0.0,83.0,25380,9651,Other,Few,2
4.0,7.0,Ashe,Side.blue,16.0,441.0,4032.0,441.0,13.0,1.8461538461538465,8.0,15.0,50.0,27496.0,1.0,40.0,99062,13041,Other,Many,0
4.0,11.0,Graves,Side.red,14.0,219.0,35801.0,219.0,13.0,1.8461538461538465,10.0,18.0,31.0,47180.0,0.0,50.0,260496,15815,TopLane_Jungle,Few,1
4.0,14.0,Twitch,Side.blue,5.0,5478.0,9357.0,5478.0,7.0,1.857142857,8.0,15.0,24.0,22040.0,1.0,26.0,160598,12933,Other,Many,2
4.0,11.0,LeeSin,Side.red,8.0,1360.0,18345.0,1360.0,7.0,1.857142857,5.0,16.0,20.0,44107.0,0.0,57.0,181011,12795,TopLane_Jungle,Few,2
4.0,12.0,Syndra,Side.red,9.0,461.0,506.0,461.0,7.0,1.857142857,4.0,17.0,28.0,22725.0,1.0,24.0,162803,12596,Other,Many,2
4.0,12.0,Leblanc,Side.blue,4.0,92.0,202.0,92.0,7.0,1.857142857,9.0,15.0,14.0,24586.0,0.0,31.0,123428,13698,Other,Many,2
4.0,14.0,Nami,Side.blue,13.0,263.0,2393.0,263.0,7.0,1.857142857,0.0,12.0,25.0,12577.0,0.0,71.0,17834,6925,Other,Few,2
11.0,14.0,Talon,Side.blue,4.0,0.0,11840.0,0.0,7.0,1.857142857,9.0,13.0,5.0,27778.0,1.0,23.0,133176,11175,TopLane_Jungle,Few,2
12.0,4.0,Sion,Side.blue,8.0,4544.0,6226.0,4544.0,7.0,1.857142857,5.0,15.0,58.0,45471.0,2.0,31.0,162870,12474,TopLane_Jungle,Many,2
4.0,7.0,Ezreal,Side.blue,7.0,1047.0,2330.0,1047.0,7.0,1.857142857,6.0,12.0,0.0,16136.0,0.0,20.0,89872,9465,Other,Many,2
4.0,12.0,Yone,Side.blue,3.0,3714.0,13529.0,3714.0,7.0,1.857142857,10.0,16.0,20.0,28683.0,1.0,22.0,205202,13775,TopLane_Jungle,Many,2
4.0,11.0,LeeSin,Side.blue,3.0,0.0,1085.0,0.0,7.0,1.857142857,10.0,12.0,17.0,31734.0,0.0,11.0,94876,10698,TopLane_Jungle,Few,2
4.0,11.0,Singed,Side.blue,10.0,0.0,2117.0,0.0,7.0,1.857142857,3.0,12.0,27.0,27776.0,0.0,19.0,95111,7973,TopLane_Jungle,Few,2
7.0,4.0,Jhin,Side.red,10.0,1721.0,6548.0,1721.0,7.0,1.857142857,3.0,14.0,19.0,15555.0,0.0,24.0,140902,10241,Other,Many,2
14.0,12.0,Camille,Side.blue,5.0,3516.0,3787.0,3516.0,7.0,1.857142857,8.0,15.0,20.0,38143.0,1.0,37.0,133418,12400,TopLane_Jungle,Many,2
4.0,14.0,Blitzcrank,Side.blue,11.0,169.0,394.0,169.0,7.0,1.857142857,2.0,12.0,38.0,18539.0,0.0,57.0,25585,8192,Other,Few,2
4.0,12.0,Gangplank,Side.red,10.0,6112.0,21515.0,6112.0,7.0,1.8571428571428568,3.0,16.0,6.0,25157.0,3.0,26.0,202701,13121,TopLane_Jungle,Many,0
4.0,12.0,Fizz,Side.blue,9.0,2829.0,2829.0,2829.0,7.0,1.8571428571428568,4.0,14.0,11.0,22822.0,1.0,14.0,79203,9658,Other,Many,0
7.0,4.0,Syndra,Side.red,11.0,3840.0,7630.0,3840.0,7.0,1.8571428571428568,2.0,14.0,24.0,17590.0,0.0,21.0,107822,9457,Other,Many,1
4.0,12.0,Syndra,Side.blue,8.0,1266.0,3286.0,1266.0,7.0,1.8571428571428568,5.0,15.0,34.0,16935.0,1.0,12.0,130824,10274,Other,Many,1
7.0,4.0,Twitch,Side.red,5.0,2375.0,2375.0,2375.0,7.0,1.8571428571428568,8.0,16.0,8.0,18602.0,1.0,18.0,226152,15922,Other,Many,1
4.0,11.0,Kayn,Side.red,6.0,0.0,18464.0,0.0,7.0,1.8571428571428568,7.0,16.0,8.0,33258.0,0.0,18.0,188142,13658,TopLane_Jungle,Few,0
4.0,7.0,Jhin,Side.blue,10.0,0.0,1104.0,0.0,7.0,1.8571428571428568,3.0,16.0,41.0,22869.0,0.0,35.0,204741,12618,Other,Many,1
12.0,4.0,Lucian,Side.blue,6.0,347.0,1818.0,347.0,7.0,1.8571428571428568,7.0,13.0,0.0,14270.0,0.0,25.0,104910,9606,Other,Many,1
14.0,4.0,Nunu,Side.red,7.0,375.0,4350.0,375.0,7.0,1.8571428571428568,6.0,13.0,25.0,18904.0,0.0,18.0,98360,9046,Other,Many,1
4.0,6.0,Tryndamere,Side.red,8.0,10009.0,14696.0,10009.0,7.0,1.8571428571428568,5.0,17.0,16.0,38068.0,3.0,20.0,203813,14355,TopLane_Jungle,Many,0
11.0,4.0,Rengar,Side.blue,9.0,553.0,29633.0,553.0,7.0,1.8571428571428568,4.0,16.0,8.0,30924.0,1.0,20.0,201426,12664,TopLane_Jungle,Few,0
3.0,4.0,Kaisa,Side.blue,8.0,586.0,4389.0,586.0,7.0,1.8571428571428568,5.0,11.0,2.0,13278.0,0.0,19.0,79230,8314,Other,Many,1
7.0,14.0,Yuumi,Side.red,10.0,304.0,304.0,304.0,7.0,1.8571428571428568,3.0,11.0,10.0,8871.0,0.0,41.0,12725,6647,Other,Few,1
14.0,4.0,Nautilus,Side.blue,12.0,382.0,797.0,382.0,7.0,1.8571428571428568,1.0,15.0,25.0,20689.0,0.0,98.0,19715,8368,Other,Few,1
4.0,12.0,Galio,Side.blue,12.0,1247.0,7473.0,1247.0,7.0,1.8571428571428568,1.0,15.0,31.0,25180.0,1.0,29.0,109857,10184,Other,Many,1
1.0,4.0,MissFortune,Side.blue,10.0,1983.0,6252.0,1983.0,7.0,1.8571428571428568,3.0,15.0,8.0,13206.0,0.0,19.0,122481,10557,Other,Many,0
12.0,4.0,Shen,Side.red,6.0,1097.0,3625.0,1097.0,7.0,1.8571428571428568,7.0,14.0,22.0,25455.0,0.0,6.0,94904,10329,TopLane_Jungle,Many,1
3.0,4.0,Yasuo,Side.blue,10.0,219.0,921.0,219.0,7.0,1.8571428571428568,3.0,11.0,21.0,16234.0,0.0,7.0,75524,8382,Other,Many,0
7.0,4.0,Jhin,Side.blue,11.0,4270.0,16862.0,4270.0,7.0,1.8571428571428568,2.0,15.0,18.0,16086.0,3.0,12.0,177385,11039,Other,Many,1
4.0,14.0,Yasuo,Side.blue,9.0,2508.0,15448.0,2508.0,7.0,1.8571428571428568,4.0,18.0,17.0,24235.0,1.0,40.0,259472,15247,Other,Many,0
14.0,4.0,Darius,Side.blue,9.0,751.0,2712.0,751.0,7.0,1.8571428571428568,4.0,12.0,15.0,23323.0,0.0,121.0,34297,8838,Other,Few,1
4.0,12.0,Yone,Side.blue,8.0,2678.0,6444.0,2678.0,7.0,1.8571428571428568,5.0,17.0,24.0,26319.0,0.0,32.0,178826,13087,Other,Many,1
4.0,1.0,Draven,Side.blue,6.0,11634.0,32840.0,11634.0,7.0,1.8571428571428568,7.0,15.0,8.0,23097.0,2.0,27.0,232862,15870,Other,Many,0
14.0,4.0,Thresh,Side.blue,10.0,630.0,630.0,630.0,7.0,1.8571428571428568,3.0,13.0,46.0,23324.0,0.0,62.0,37530,8172,Other,Few,0
4.0,14.0,Lux,Side.blue,6.0,109.0,109.0,109.0,7.0,1.8571428571428568,7.0,12.0,38.0,12102.0,0.0,59.0,36858,9869,Other,Few,1
4.0,12.0,Gangplank,Side.red,10.0,6112.0,21515.0,6112.0,7.0,1.8571428571428568,3.0,16.0,6.0,25157.0,3.0,26.0,202701,13121,TopLane_Jungle,Many,0
6.0,11.0,Hecarim,Side.red,11.0,749.0,24754.0,749.0,7.0,1.8571428571428568,2.0,17.0,17.0,39082.0,2.0,30.0,203719,12239,TopLane_Jungle,Few,0
12.0,4.0,Aatrox,Side.blue,10.0,4721.0,6800.0,4721.0,8.0,1.875,5.0,15.0,33.0,35142.0,1.0,22.0,117903,12074,TopLane_Jungle,Many,2
14.0,4.0,Nami,Side.red,14.0,176.0,506.0,176.0,8.0,1.875,1.0,13.0,27.0,16891.0,1.0,48.0,11210,7744,Other,Few,2
4.0,14.0,Lux,Side.blue,10.0,751.0,1476.0,751.0,8.0,1.875,5.0,13.0,65.0,18167.0,0.0,73.0,35917,9284,Other,Few,1
7.0,4.0,Draven,Side.blue,7.0,4593.0,7016.0,4593.0,8.0,1.875,8.0,17.0,13.0,31162.0,1.0,38.0,331969,19497,Other,Many,0
12.0,4.0,Sylas,Side.blue,10.0,2862.0,4493.0,2862.0,8.0,1.875,5.0,18.0,33.0,50274.0,2.0,48.0,239854,16951,Other,Many,0
4.0,14.0,Janna,Side.blue,13.0,1767.0,2205.0,1767.0,8.0,1.875,2.0,13.0,48.0,15208.0,0.0,56.0,37646,8521,Other,Few,2
3.0,4.0,Karthus,Side.red,10.0,371.0,2477.0,371.0,8.0,1.875,5.0,14.0,14.0,14094.0,0.0,9.0,133284,10492,Other,Many,0
4.0,12.0,Corki,Side.red,6.0,6323.0,13912.0,6323.0,8.0,1.875,9.0,17.0,5.0,26912.0,3.0,32.0,227560,16880,Other,Many,2
12.0,4.0,Vex,Side.blue,4.0,2101.0,5669.0,2101.0,8.0,1.875,11.0,17.0,28.0,18642.0,0.0,24.0,145807,15075,Other,Many,2
4.0,14.0,Leona,Side.red,14.0,0.0,0.0,0.0,8.0,1.875,1.0,12.0,37.0,20737.0,0.0,79.0,20478,7194,Other,Few,0
14.0,4.0,Leona,Side.blue,12.0,0.0,0.0,0.0,8.0,1.875,3.0,12.0,45.0,18731.0,0.0,52.0,16387,8022,Other,Few,0
4.0,11.0,LeeSin,Side.red,10.0,0.0,4474.0,0.0,8.0,1.875,5.0,14.0,16.0,37811.0,0.0,23.0,138779,10398,TopLane_Jungle,Few,2
11.0,4.0,Rengar,Side.blue,12.0,1881.0,29037.0,1881.0,8.0,1.875,3.0,18.0,30.0,63866.0,1.0,56.0,238529,14856,TopLane_Jungle,Few,1
4.0,7.0,Jhin,Side.red,9.0,598.0,5107.0,598.0,8.0,1.875,6.0,14.0,33.0,19334.0,0.0,22.0,145619,12258,Other,Many,0
4.0,14.0,Karma,Side.red,15.0,858.0,1023.0,858.0,8.0,1.875,0.0,12.0,22.0,21412.0,0.0,87.0,25779,7624,Other,Few,1
12.0,4.0,Viktor,Side.red,12.0,4780.0,5618.0,4780.0,8.0,1.875,3.0,17.0,17.0,19230.0,1.0,19.0,145730,11683,TopLane_Jungle,Many,1
4.0,11.0,RekSai,Side.blue,9.0,198.0,42009.0,198.0,8.0,1.875,6.0,14.0,19.0,28583.0,2.0,35.0,165297,11501,TopLane_Jungle,Few,1
7.0,4.0,Jhin,Side.red,8.0,2026.0,4972.0,2026.0,8.0,1.875,7.0,15.0,24.0,22217.0,1.0,34.0,179239,13958,Other,Many,1
4.0,11.0,JarvanIV,Side.red,11.0,0.0,11065.0,0.0,8.0,1.875,4.0,13.0,21.0,29767.0,0.0,15.0,107825,9767,TopLane_Jungle,Few,1
4.0,11.0,JarvanIV,Side.red,12.0,11.0,2482.0,11.0,8.0,1.875,3.0,13.0,27.0,33162.0,0.0,31.0,119869,8823,TopLane_Jungle,Few,0
14.0,4.0,Sylas,Side.blue,8.0,0.0,1435.0,0.0,8.0,1.875,7.0,14.0,31.0,26582.0,0.0,70.0,61463,10960,Other,Few,0
7.0,4.0,Jhin,Side.red,8.0,2026.0,4972.0,2026.0,8.0,1.875,7.0,15.0,24.0,22217.0,1.0,34.0,179239,13958,Other,Many,1
4.0,12.0,Jayce,Side.red,8.0,3677.0,9190.0,3677.0,8.0,1.875,7.0,16.0,7.0,19718.0,4.0,32.0,163580,12795,TopLane_Jungle,Many,2
4.0,11.0,Graves,Side.red,9.0,223.0,21632.0,223.0,8.0,1.875,6.0,16.0,27.0,35262.0,0.0,25.0,258633,14147,TopLane_Jungle,Few,1
12.0,14.0,Camille,Side.blue,10.0,4347.0,9790.0,4347.0,8.0,1.875,5.0,18.0,18.0,29937.0,2.0,25.0,127352,14000,TopLane_Jungle,Many,0
6.0,12.0,Gwen,Side.red,9.0,3261.0,14041.0,3261.0,8.0,1.875,6.0,17.0,8.0,37961.0,1.0,23.0,188323,13213,TopLane_Jungle,Many,1
4.0,12.0,Irelia,Side.blue,7.0,1300.0,5415.0,1300.0,8.0,1.875,8.0,17.0,15.0,38188.0,2.0,33.0,196974,14830,Other,Many,1
14.0,4.0,Yasuo,Side.red,6.0,1797.0,10449.0,1797.0,8.0,1.875,9.0,16.0,30.0,28705.0,0.0,19.0,202616,14680,Other,Many,1
4.0,1.0,Jhin,Side.blue,11.0,5737.0,9368.0,5737.0,8.0,1.875,4.0,16.0,17.0,19641.0,2.0,31.0,183763,12541,Other,Many,1
12.0,4.0,Singed,Side.red,11.0,437.0,1861.0,437.0,9.0,1.8888888888888888,6.0,14.0,42.0,35106.0,0.0,32.0,97129,10669,TopLane_Jungle,Many,1
4.0,12.0,Ziggs,Side.blue,8.0,17323.0,19273.0,17323.0,9.0,1.8888888888888888,9.0,16.0,14.0,22154.0,3.0,38.0,231569,16070,Other,Many,0
14.0,12.0,Camille,Side.blue,7.0,872.0,4506.0,872.0,9.0,1.8888888888888888,10.0,15.0,23.0,33967.0,1.0,20.0,76580,10290,TopLane_Jungle,Many,0
11.0,4.0,RekSai,Side.red,8.0,1698.0,31388.0,1698.0,9.0,1.8888888888888888,9.0,14.0,21.0,26664.0,0.0,29.0,123508,11563,TopLane_Jungle,Few,1
21.0,4.0,Warwick,Side.blue,11.0,1521.0,1521.0,1521.0,9.0,1.8888888888888888,6.0,16.0,45.0,42243.0,1.0,20.0,84345,12235,TopLane_Jungle,Many,0
4.0,11.0,Shyvana,Side.red,13.0,1602.0,28481.0,1602.0,9.0,1.8888888888888888,4.0,16.0,3.0,40749.0,1.0,54.0,245283,13596,TopLane_Jungle,Few,0
4.0,1.0,Samira,Side.blue,6.0,5687.0,15570.0,5687.0,9.0,1.8888888888888888,11.0,17.0,8.0,33273.0,3.0,33.0,191134,16919,Other,Many,1
4.0,11.0,Rengar,Side.blue,0.0,0.0,11673.0,0.0,9.0,1.8888888888888888,17.0,11.0,16.0,21759.0,0.0,16.0,103517,12066,TopLane_Jungle,Few,0
6.0,12.0,Taric,Side.red,14.0,0.0,0.0,0.0,9.0,1.8888888888888888,3.0,12.0,33.0,26620.0,0.0,15.0,50077,8357,TopLane_Jungle,Many,1
12.0,4.0,Vex,Side.red,14.0,2614.0,4926.0,2614.0,9.0,1.8888888888888888,3.0,14.0,37.0,20866.0,3.0,28.0,84007,8409,Other,Many,1
11.0,4.0,RekSai,Side.red,8.0,1698.0,31388.0,1698.0,9.0,1.8888888888888888,9.0,14.0,21.0,26664.0,0.0,29.0,123508,11563,TopLane_Jungle,Few,1
14.0,4.0,Pyke,Side.red,9.0,0.0,0.0,0.0,9.0,1.8888888888888888,8.0,14.0,31.0,28613.0,0.0,107.0,28090,13538,Other,Few,0
12.0,4.0,Gragas,Side.blue,10.0,3389.0,19370.0,3389.0,9.0,1.888888889,7.0,15.0,37.0,24360.0,2.0,23.0,120567,12092,TopLane_Jungle,Many,2
4.0,14.0,Rakan,Side.red,16.0,761.0,1489.0,761.0,9.0,1.888888889,1.0,14.0,35.0,22988.0,0.0,103.0,12761,8769,Other,Few,2
11.0,4.0,Graves,Side.blue,9.0,1658.0,35378.0,1658.0,9.0,1.888888889,8.0,16.0,29.0,34166.0,0.0,30.0,222081,13939,TopLane_Jungle,Few,2
4.0,12.0,Nasus,Side.red,10.0,4307.0,10976.0,4307.0,9.0,1.888888889,7.0,16.0,18.0,46218.0,1.0,11.0,158177,14141,Other,Many,2
4.0,12.0,Sylas,Side.blue,9.0,1443.0,2298.0,1443.0,9.0,1.888888889,8.0,14.0,31.0,30417.0,0.0,27.0,96550,10609,Other,Many,2
4.0,14.0,Shen,Side.red,15.0,0.0,1195.0,0.0,9.0,1.888888889,2.0,12.0,31.0,21473.0,0.0,54.0,22653,7650,Other,Few,2
14.0,4.0,Karma,Side.red,12.0,431.0,431.0,431.0,9.0,1.888888889,5.0,13.0,39.0,19946.0,0.0,49.0,39254,8243,Other,Few,2
11.0,4.0,Graves,Side.blue,9.0,1658.0,35378.0,1658.0,9.0,1.888888889,8.0,16.0,29.0,34166.0,0.0,30.0,222081,13939,TopLane_Jungle,Few,2
12.0,4.0,Corki,Side.blue,6.0,94.0,7042.0,94.0,9.0,1.888888889,11.0,17.0,4.0,21885.0,0.0,24.0,201168,15972,Other,Many,2
7.0,4.0,Vayne,Side.red,7.0,3997.0,21626.0,3997.0,9.0,1.888888889,10.0,16.0,11.0,23684.0,3.0,40.0,167072,15599,Other,Many,2
4.0,14.0,Pyke,Side.red,11.0,418.0,1836.0,418.0,10.0,1.9,8.0,13.0,25.0,20945.0,0.0,34.0,29814,10871,Other,Few,2
7.0,4.0,Jinx,Side.blue,11.0,4328.0,5271.0,4328.0,10.0,1.9,8.0,15.0,15.0,27663.0,2.0,43.0,187688,13840,Other,Many,1
12.0,4.0,Kennen,Side.red,11.0,3707.0,7350.0,3707.0,10.0,1.9,8.0,17.0,25.0,24247.0,1.0,21.0,146751,13943,TopLane_Jungle,Many,0
11.0,4.0,Graves,Side.red,10.0,0.0,35247.0,0.0,10.0,1.9,9.0,15.0,19.0,37239.0,0.0,55.0,203833,14739,TopLane_Jungle,Few,1
12.0,4.0,Qiyana,Side.blue,5.0,4606.0,5637.0,4606.0,10.0,1.9,14.0,17.0,18.0,25700.0,3.0,15.0,154338,15462,TopLane_Jungle,Many,0
4.0,12.0,Corki,Side.red,7.0,5305.0,13950.0,5305.0,10.0,1.9,12.0,18.0,3.0,27473.0,1.0,29.0,259357,18707,Other,Many,1
4.0,3.0,Karma,Side.blue,17.0,1065.0,1476.0,1065.0,10.0,1.9,2.0,15.0,24.0,23553.0,0.0,123.0,27045,10056,Other,Few,1
14.0,4.0,Thresh,Side.blue,18.0,0.0,979.0,0.0,10.0,1.9,1.0,15.0,34.0,19841.0,0.0,85.0,18670,8652,Other,Few,0
3.0,4.0,Jhin,Side.blue,8.0,2794.0,15343.0,2794.0,10.0,1.9,11.0,15.0,27.0,20404.0,2.0,13.0,196009,14281,Other,Many,0
12.0,4.0,Graves,Side.red,11.0,2589.0,13616.0,2589.0,10.0,1.9,8.0,17.0,15.0,29351.0,1.0,28.0,191549,14212,TopLane_Jungle,Many,1
4.0,14.0,Pyke,Side.red,15.0,567.0,6243.0,567.0,11.0,1.909090909,6.0,14.0,31.0,26809.0,0.0,159.0,37074,12423,Other,Few,2
4.0,11.0,Viego,Side.blue,11.0,763.0,27329.0,763.0,11.0,1.909090909,10.0,17.0,35.0,43413.0,1.0,65.0,219484,16028,TopLane_Jungle,Few,2
7.0,4.0,Ezreal,Side.blue,9.0,6834.0,13295.0,6834.0,11.0,1.9090909090909087,12.0,15.0,9.0,27132.0,4.0,27.0,194370,17484,Other,Many,1
14.0,4.0,Galio,Side.red,17.0,2368.0,2944.0,2368.0,11.0,1.9090909090909087,4.0,14.0,46.0,31434.0,0.0,81.0,39075,10923,Other,Few,0
4.0,11.0,Nidalee,Side.red,16.0,99.0,24588.0,99.0,11.0,1.9090909090909087,5.0,18.0,3.0,42688.0,1.0,65.0,202603,14450,TopLane_Jungle,Few,1
3.0,4.0,Sona,Side.red,20.0,875.0,1947.0,875.0,12.0,1.9166666666666667,3.0,14.0,10.0,31071.0,0.0,88.0,29042,9093,Other,Few,1
3.0,4.0,Sona,Side.red,20.0,875.0,1947.0,875.0,12.0,1.9166666666666667,3.0,14.0,10.0,31071.0,0.0,88.0,29042,9093,Other,Few,1
12.0,4.0,Kennen,Side.blue,5.0,3262.0,12861.0,3262.0,12.0,1.9166666666666667,18.0,18.0,33.0,40128.0,1.0,30.0,269940,21934,TopLane_Jungle,Many,0
4.0,14.0,Galio,Side.red,19.0,0.0,3205.0,0.0,12.0,1.9166666666666667,4.0,13.0,49.0,27708.0,0.0,50.0,41874,8567,Other,Few,1
4.0,12.0,Irelia,Side.red,14.0,4297.0,14167.0,4297.0,12.0,1.916666667,9.0,18.0,13.0,49164.0,2.0,37.0,195150,16682,TopLane_Jungle,Many,2
12.0,14.0,Poppy,Side.red,1.0,2412.0,2412.0,2412.0,3.0,2.0,5.0,13.0,29.0,16443.0,1.0,20.0,88630,9455,TopLane_Jungle,Many,2
11.0,4.0,Diana,Side.red,9.0,1154.0,38745.0,1154.0,7.0,2.0,5.0,13.0,8.0,19477.0,2.0,22.0,136987,10181,TopLane_Jungle,Few,1
14.0,4.0,Alistar,Side.blue,19.0,0.0,5.0,0.0,10.0,2.0,1.0,12.0,47.0,21630.0,0.0,45.0,16345,7568,Other,Few,0
4.0,11.0,Karthus,Side.blue,2.0,0.0,3759.0,0.0,2.0,2.0,2.0,11.0,7.0,12912.0,0.0,23.0,105852,7057,TopLane_Jungle,Few,2
11.0,4.0,Graves,Side.red,6.0,1244.0,16276.0,1244.0,7.0,2.0,8.0,14.0,24.0,24039.0,0.0,31.0,160573,11607,TopLane_Jungle,Few,1
12.0,4.0,Leblanc,Side.red,10.0,1212.0,3089.0,1212.0,6.0,2.0,2.0,13.0,25.0,20781.0,1.0,21.0,79390,8327,Other,Many,2
4.0,11.0,Talon,Side.blue,4.0,1485.0,15906.0,1485.0,4.0,2.0,4.0,16.0,3.0,26522.0,0.0,35.0,197927,12566,TopLane_Jungle,Few,0
7.0,4.0,Ezreal,Side.blue,2.0,0.0,71.0,0.0,1.0,2.0,0.0,11.0,0.0,5765.0,0.0,9.0,66316,6292,Other,Many,0
12.0,4.0,Sylas,Side.red,11.0,2911.0,4948.0,2911.0,10.0,2.0,9.0,16.0,64.0,43439.0,1.0,22.0,135881,13229,TopLane_Jungle,Many,1
4.0,11.0,Talon,Side.blue,11.0,976.0,17306.0,976.0,10.0,2.0,9.0,16.0,6.0,34573.0,0.0,27.0,177012,14986,TopLane_Jungle,Few,1
12.0,4.0,Cassiopeia,Side.blue,6.0,5277.0,10953.0,5277.0,5.0,2.0,4.0,17.0,13.0,23349.0,3.0,23.0,213988,13588,Other,Many,0
6.0,4.0,Tryndamere,Side.blue,2.0,16575.0,29080.0,16575.0,4.0,2.0,6.0,15.0,3.0,35257.0,5.0,28.0,214971,14630,Other,Many,2
14.0,4.0,Thresh,Side.red,10.0,909.0,4915.0,909.0,5.0,2.0,0.0,14.0,32.0,15128.0,1.0,71.0,25601,7766,Other,Few,0
4.0,12.0,Sett,Side.red,5.0,6962.0,8672.0,6962.0,4.0,2.0,3.0,15.0,15.0,22122.0,2.0,18.0,107961,10761,TopLane_Jungle,Many,0
11.0,4.0,Nidalee,Side.red,7.0,0.0,21235.0,0.0,5.0,2.0,3.0,14.0,4.0,26894.0,1.0,25.0,166271,10255,TopLane_Jungle,Few,2
4.0,12.0,Jax,Side.red,2.0,2591.0,13340.0,2591.0,2.0,2.0,2.0,14.0,7.0,19651.0,1.0,17.0,126163,9793,TopLane_Jungle,Many,1
12.0,4.0,Velkoz,Side.red,5.0,1596.0,1596.0,1596.0,3.0,2.0,1.0,14.0,11.0,8804.0,0.0,26.0,115777,8919,Other,Many,0
4.0,14.0,Sett,Side.red,4.0,1460.0,3102.0,1460.0,4.0,2.0,4.0,13.0,17.0,22848.0,1.0,15.0,78230,8613,Other,Many,2
4.0,14.0,Karma,Side.red,15.0,760.0,3041.0,760.0,9.0,2.0,3.0,15.0,45.0,19774.0,0.0,67.0,42855,10388,Other,Few,2
12.0,4.0,Kennen,Side.red,7.0,1049.0,9652.0,1049.0,8.0,2.0,9.0,15.0,33.0,24427.0,0.0,17.0,117218,12564,TopLane_Jungle,Many,1
12.0,4.0,Syndra,Side.blue,8.0,1859.0,3448.0,1859.0,6.0,2.0,4.0,16.0,29.0,21913.0,0.0,31.0,145249,11575,Other,Many,0
4.0,14.0,Thresh,Side.red,10.0,0.0,100.0,0.0,5.0,2.0,0.0,10.0,23.0,8921.0,0.0,41.0,12294,5171,Other,Few,1
4.0,12.0,Veigar,Side.red,5.0,0.0,2185.0,0.0,6.0,2.0,7.0,15.0,37.0,19558.0,0.0,29.0,185781,12810,Other,Many,2
14.0,4.0,Rakan,Side.blue,11.0,0.0,861.0,0.0,6.0,2.0,1.0,14.0,25.0,14980.0,0.0,122.0,20526,8414,Other,Few,1
12.0,4.0,Akali,Side.red,7.0,4113.0,7170.0,4113.0,8.0,2.0,9.0,18.0,1.0,34937.0,2.0,37.0,208035,16944,Other,Many,1
1.0,4.0,Jhin,Side.red,8.0,65.0,5391.0,65.0,5.0,2.0,2.0,12.0,8.0,12398.0,0.0,8.0,83648,7748,Other,Many,1
14.0,4.0,Blitzcrank,Side.red,8.0,753.0,2481.0,753.0,6.0,2.0,4.0,12.0,52.0,21682.0,0.0,73.0,25078,7485,Other,Few,1
4.0,7.0,Kaisa,Side.blue,4.0,5179.0,10644.0,5179.0,4.0,2.0,4.0,13.0,0.0,8822.0,3.0,18.0,93731,9340,Other,Many,0
4.0,14.0,Nautilus,Side.blue,15.0,0.0,1273.0,0.0,8.0,2.0,1.0,15.0,58.0,20930.0,0.0,100.0,29498,9508,Other,Few,2
4.0,14.0,Lulu,Side.red,10.0,790.0,1311.0,790.0,5.0,2.0,0.0,11.0,28.0,14506.0,1.0,49.0,15831,6479,Other,Few,0
4.0,7.0,Kaisa,Side.red,4.0,292.0,1834.0,292.0,4.0,2.0,4.0,12.0,0.0,14084.0,0.0,36.0,117649,9594,Other,Many,1
4.0,1.0,Ezreal,Side.blue,1.0,2607.0,8134.0,2607.0,2.0,2.0,3.0,13.0,0.0,11733.0,1.0,25.0,110727,10227,Other,Many,1
11.0,4.0,JarvanIV,Side.red,12.0,496.0,24120.0,496.0,7.0,2.0,2.0,14.0,18.0,34631.0,1.0,47.0,138672,10365,TopLane_Jungle,Few,1
3.0,4.0,Thresh,Side.blue,16.0,0.0,300.0,0.0,9.0,2.0,2.0,13.0,30.0,20714.0,0.0,63.0,15963,8467,Other,Few,1
4.0,12.0,TwistedFate,Side.red,6.0,4140.0,6768.0,4140.0,7.0,2.0,8.0,16.0,55.0,20455.0,2.0,26.0,171488,15065,Other,Many,0
14.0,4.0,Rakan,Side.blue,13.0,454.0,940.0,454.0,7.0,2.0,1.0,12.0,25.0,23378.0,0.0,124.0,11337,8576,Other,Few,0
7.0,4.0,Jhin,Side.blue,12.0,954.0,8701.0,954.0,10.0,2.0,8.0,15.0,28.0,25138.0,0.0,33.0,118873,11846,Other,Many,1
7.0,4.0,Draven,Side.red,6.0,1040.0,2758.0,1040.0,7.0,2.0,8.0,12.0,8.0,16729.0,0.0,7.0,77857,10589,Other,Many,0
11.0,4.0,Graves,Side.blue,4.0,1775.0,21280.0,1775.0,3.0,2.0,2.0,11.0,6.0,13289.0,0.0,15.0,110658,7021,TopLane_Jungle,Few,1
