d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,minions_killed,server
4.0,11.0,Viego,Side.blue,7.0,801.0,14618.0,801.0,6.0,1.5,2.0,13.0,7.0,30308.0,1.0,29.0,124099,9638,Few,0
12.0,14.0,Akali,Side.red,2.0,4297.0,4297.0,4297.0,8.0,1.5,10.0,13.0,1.0,21226.0,1.0,10.0,80545,10757,Many,1
12.0,4.0,Jayce,Side.blue,8.0,3875.0,4126.0,3875.0,6.0,1.5,1.0,14.0,8.0,15781.0,1.0,29.0,107465,10684,Many,1
3.0,11.0,Karthus,Side.red,6.0,1177.0,33287.0,1177.0,4.0,1.5,0.0,13.0,8.0,17699.0,1.0,35.0,165104,9167,Few,0
12.0,14.0,Riven,Side.red,2.0,462.0,5173.0,462.0,4.0,1.5,4.0,13.0,16.0,14470.0,1.0,27.0,109261,9555,Many,0
6.0,11.0,Hecarim,Side.blue,5.0,1100.0,8918.0,1100.0,6.0,1.5,4.0,14.0,16.0,32029.0,2.0,13.0,180084,11642,Few,0
4.0,1.0,Akshan,Side.blue,5.0,1540.0,2621.0,1540.0,6.0,1.5,4.0,13.0,0.0,15887.0,1.0,12.0,90601,8399,Many,0
12.0,4.0,Qiyana,Side.blue,6.0,3039.0,3302.0,3039.0,8.0,1.5,6.0,14.0,12.0,19833.0,0.0,25.0,119440,10567,Many,1
4.0,12.0,MonkeyKing,Side.blue,8.0,1118.0,3821.0,1118.0,6.0,1.5,1.0,13.0,8.0,19402.0,1.0,12.0,46421,6904,Few,0
4.0,11.0,Taric,Side.blue,8.0,0.0,10827.0,0.0,6.0,1.5,1.0,13.0,25.0,20111.0,0.0,22.0,113242,8364,Few,0
14.0,4.0,Teemo,Side.blue,1.0,2484.0,8161.0,2484.0,2.0,1.5,2.0,14.0,13.0,9894.0,1.0,20.0,98287,9297,Many,0
12.0,4.0,Camille,Side.blue,11.0,3711.0,3711.0,3711.0,8.0,1.5,1.0,14.0,20.0,27898.0,1.0,20.0,90428,8940,Many,0
4.0,11.0,Graves,Side.blue,2.0,2764.0,18092.0,2764.0,6.0,1.5,7.0,14.0,13.0,21603.0,1.0,24.0,168648,11715,Few,0
14.0,11.0,Shaco,Side.blue,6.0,0.0,12103.0,0.0,8.0,1.5,6.0,14.0,30.0,25437.0,0.0,23.0,153030,10836,Few,2
4.0,11.0,LeeSin,Side.red,4.0,270.0,4907.0,270.0,6.0,1.5,5.0,14.0,10.0,30114.0,0.0,25.0,134545,10202,Few,2
4.0,12.0,Sett,Side.red,3.0,1741.0,3814.0,1741.0,4.0,1.5,3.0,13.0,21.0,21529.0,1.0,23.0,72381,8123,Many,2
4.0,11.0,Graves,Side.red,1.0,3180.0,31520.0,3180.0,4.0,1.5,5.0,13.0,13.0,17691.0,2.0,25.0,169111,10054,Few,1
4.0,11.0,Qiyana,Side.blue,4.0,0.0,8960.0,0.0,6.0,1.5,5.0,13.0,15.0,26535.0,0.0,33.0,146411,9777,Few,2
4.0,6.0,Riven,Side.red,4.0,0.0,2604.0,0.0,4.0,1.5,2.0,14.0,20.0,19018.0,0.0,11.0,105314,8548,Many,2
11.0,4.0,LeeSin,Side.blue,8.0,296.0,3598.0,296.0,10.0,1.5,7.0,14.0,20.0,39952.0,0.0,31.0,129054,11168,Few,2
11.0,4.0,Evelynn,Side.blue,2.0,177.0,2527.0,177.0,4.0,1.5,4.0,13.0,7.0,18250.0,0.0,24.0,104750,7744,Few,0
4.0,12.0,Riven,Side.red,3.0,0.0,1013.0,0.0,2.0,1.5,0.0,14.0,16.0,15347.0,0.0,47.0,100681,8540,Many,0
4.0,11.0,Nidalee,Side.blue,9.0,987.0,14527.0,987.0,8.0,1.5,3.0,13.0,2.0,28049.0,0.0,38.0,115461,9710,Few,2
4.0,12.0,MonkeyKing,Side.red,5.0,1668.0,1668.0,1668.0,4.0,1.5,1.0,14.0,19.0,20929.0,2.0,16.0,98959,9656,Many,0
6.0,11.0,Hecarim,Side.blue,5.0,1100.0,8918.0,1100.0,6.0,1.5,4.0,14.0,16.0,32029.0,2.0,13.0,180084,11642,Few,0
11.0,14.0,Talon,Side.red,3.0,1159.0,14778.0,1159.0,8.0,1.5,9.0,14.0,3.0,30572.0,1.0,23.0,172484,13682,Few,0
6.0,4.0,Tryndamere,Side.red,2.0,6154.0,6154.0,6154.0,2.0,1.5,1.0,13.0,6.0,15497.0,2.0,11.0,104919,8287,Many,1
4.0,11.0,Nocturne,Side.blue,5.0,1416.0,20921.0,1416.0,9.0,1.5555555559999998,9.0,14.0,186.0,32888.0,2.0,33.0,158439,12052,Few,2
14.0,12.0,Akali,Side.red,10.0,156.0,3411.0,156.0,9.0,1.5555555559999998,4.0,14.0,1.0,31529.0,0.0,32.0,65175,8183,Many,2
11.0,4.0,Qiyana,Side.blue,9.0,452.0,22180.0,452.0,7.0,1.571428571,2.0,13.0,7.0,25180.0,1.0,28.0,141625,8931,Few,2
11.0,4.0,Rengar,Side.blue,6.0,1698.0,13479.0,1698.0,7.0,1.5714285714285714,5.0,13.0,11.0,30276.0,1.0,31.0,145107,9446,Few,0
11.0,4.0,Graves,Side.blue,5.0,197.0,15491.0,197.0,7.0,1.5714285714285714,6.0,13.0,14.0,22992.0,0.0,22.0,132846,10153,Few,0
4.0,11.0,Graves,Side.blue,6.0,315.0,9813.0,315.0,7.0,1.5714285714285714,5.0,13.0,15.0,19421.0,0.0,27.0,132075,10727,Few,1
14.0,4.0,Warwick,Side.blue,7.0,963.0,2701.0,963.0,7.0,1.5714285714285714,4.0,14.0,20.0,30273.0,1.0,12.0,66581,10483,Many,0
14.0,4.0,Shen,Side.red,6.0,1403.0,4571.0,1403.0,7.0,1.5714285714285714,5.0,14.0,21.0,22716.0,1.0,29.0,77306,10219,Many,0
4.0,12.0,Graves,Side.red,5.0,1333.0,11855.0,1333.0,7.0,1.5714285714285714,6.0,14.0,11.0,13408.0,1.0,26.0,133894,10848,Many,0
11.0,4.0,Taliyah,Side.red,6.0,1101.0,32063.0,1101.0,7.0,1.5714285714285714,5.0,13.0,8.0,17976.0,2.0,22.0,121552,9153,Few,1
11.0,4.0,Graves,Side.blue,5.0,197.0,15491.0,197.0,7.0,1.5714285714285714,6.0,13.0,14.0,22992.0,0.0,22.0,132846,10153,Few,0
4.0,12.0,Riven,Side.red,1.0,825.0,3173.0,825.0,5.0,1.6,7.0,14.0,23.0,29934.0,0.0,25.0,138370,11531,Many,1
4.0,11.0,LeeSin,Side.red,3.0,457.0,31794.0,457.0,5.0,1.6,5.0,13.0,19.0,29970.0,1.0,28.0,147140,10442,Few,0
11.0,4.0,Ekko,Side.red,3.0,224.0,19765.0,224.0,5.0,1.6,5.0,13.0,13.0,24602.0,0.0,17.0,138834,9035,Few,0
4.0,11.0,RekSai,Side.blue,10.0,382.0,15364.0,382.0,10.0,1.6,6.0,14.0,29.0,33136.0,1.0,25.0,133551,11960,Few,2
11.0,4.0,XinZhao,Side.red,12.0,0.0,11487.0,0.0,10.0,1.6,4.0,14.0,28.0,43002.0,0.0,22.0,151702,9948,Few,1
11.0,4.0,Ekko,Side.red,4.0,206.0,5272.0,206.0,8.0,1.625,9.0,13.0,12.0,27650.0,1.0,23.0,150776,11294,Few,0
12.0,4.0,Singed,Side.blue,9.0,777.0,777.0,777.0,8.0,1.625,4.0,13.0,29.0,27611.0,1.0,24.0,96735,9966,Many,2
4.0,12.0,Rumble,Side.red,5.0,701.0,1772.0,701.0,8.0,1.625,8.0,13.0,15.0,21144.0,0.0,31.0,87484,9447,Many,2
11.0,4.0,Kindred,Side.red,6.0,594.0,14342.0,594.0,8.0,1.625,7.0,14.0,9.0,25828.0,1.0,31.0,163206,12737,Few,2
12.0,4.0,JarvanIV,Side.blue,8.0,2205.0,2347.0,2205.0,8.0,1.625,5.0,14.0,11.0,29009.0,0.0,19.0,79972,9529,Many,2
12.0,4.0,Urgot,Side.red,3.0,939.0,6726.0,939.0,3.0,1.6666666666666667,2.0,13.0,11.0,15108.0,0.0,20.0,121990,9587,Many,0
4.0,11.0,Kindred,Side.red,3.0,2745.0,43363.0,2745.0,6.0,1.6666666666666667,7.0,14.0,10.0,22825.0,1.0,34.0,163162,11365,Few,0
6.0,4.0,Tryndamere,Side.red,3.0,5518.0,11743.0,5518.0,3.0,1.6666666666666667,2.0,13.0,8.0,22727.0,4.0,12.0,105743,9531,Many,1
4.0,12.0,Kennen,Side.red,8.0,271.0,3477.0,271.0,6.0,1.6666666666666667,2.0,14.0,23.0,21054.0,0.0,12.0,75209,8934,Many,0
4.0,12.0,Cassiopeia,Side.blue,4.0,4372.0,5304.0,4372.0,6.0,1.6666666666666667,6.0,14.0,23.0,16352.0,1.0,26.0,121039,11088,Many,1
4.0,14.0,Teemo,Side.red,4.0,6706.0,12454.0,6706.0,6.0,1.6666666666666667,6.0,14.0,37.0,14077.0,2.0,18.0,99434,10623,Many,0
4.0,12.0,Kled,Side.blue,11.0,0.0,3009.0,0.0,9.0,1.6666666666666667,4.0,14.0,13.0,39550.0,0.0,41.0,94616,10039,Many,0
12.0,4.0,Sett,Side.blue,5.0,4130.0,7405.0,4130.0,9.0,1.6666666666666667,10.0,13.0,31.0,27994.0,1.0,19.0,92730,11266,Many,1
12.0,4.0,Viktor,Side.red,10.0,791.0,2062.0,791.0,9.0,1.6666666666666667,5.0,13.0,21.0,18927.0,1.0,20.0,72314,9205,Many,1
12.0,4.0,Akshan,Side.blue,8.0,95.0,1672.0,95.0,6.0,1.6666666666666667,2.0,13.0,0.0,13131.0,0.0,21.0,74993,8451,Many,1
11.0,4.0,XinZhao,Side.blue,6.0,454.0,7466.0,454.0,6.0,1.6666666666666667,4.0,13.0,17.0,26580.0,0.0,29.0,101533,10170,Few,1
12.0,4.0,Yone,Side.blue,6.0,999.0,11058.0,999.0,6.0,1.6666666666666667,4.0,14.0,16.0,21071.0,0.0,23.0,123925,10491,Many,1
4.0,12.0,Cassiopeia,Side.red,4.0,3143.0,9233.0,3143.0,3.0,1.6666666666666667,1.0,14.0,7.0,12099.0,0.0,19.0,114707,9749,Many,1
4.0,11.0,Nidalee,Side.red,8.0,3306.0,14660.0,3306.0,9.0,1.6666666666666667,7.0,13.0,11.0,34670.0,1.0,20.0,116021,10418,Few,0
11.0,4.0,Ivern,Side.blue,3.0,0.0,123.0,0.0,3.0,1.6666666666666667,2.0,13.0,14.0,9092.0,0.0,15.0,309902,7341,Few,0
11.0,6.0,Hecarim,Side.red,8.0,984.0,6019.0,984.0,9.0,1.6666666666666667,7.0,13.0,20.0,38081.0,0.0,30.0,113309,10488,Few,1
12.0,4.0,Yone,Side.red,0.0,4674.0,19080.0,4674.0,3.0,1.6666666666666667,5.0,13.0,11.0,13730.0,5.0,20.0,119931,10515,Many,1
4.0,11.0,LeeSin,Side.red,10.0,719.0,13658.0,719.0,9.0,1.666666667,5.0,13.0,17.0,28579.0,1.0,23.0,111415,9542,Few,2
4.0,12.0,Sion,Side.red,4.0,1398.0,5662.0,1398.0,3.0,1.666666667,1.0,14.0,10.0,16046.0,1.0,12.0,102446,8639,Many,2
14.0,11.0,Talon,Side.red,2.0,417.0,13187.0,417.0,6.0,1.666666667,8.0,14.0,3.0,25857.0,0.0,28.0,141498,11536,Few,2
4.0,11.0,Nidalee,Side.blue,4.0,296.0,14460.0,296.0,6.0,1.666666667,6.0,13.0,2.0,25855.0,0.0,31.0,138065,10245,Few,2
12.0,4.0,Aatrox,Side.blue,1.0,2577.0,2577.0,2577.0,3.0,1.666666667,4.0,13.0,11.0,14542.0,3.0,10.0,75793,8233,Many,2
12.0,4.0,Poppy,Side.red,3.0,2479.0,3339.0,2479.0,3.0,1.666666667,2.0,13.0,37.0,13891.0,1.0,16.0,84991,8514,Many,2
4.0,11.0,Fiddlesticks,Side.red,10.0,0.0,10688.0,0.0,9.0,1.666666667,5.0,14.0,34.0,33908.0,0.0,32.0,137647,10360,Few,2
4.0,11.0,Rengar,Side.blue,7.0,667.0,14001.0,667.0,10.0,1.7,10.0,14.0,19.0,29651.0,1.0,12.0,137117,12817,Few,2
4.0,11.0,Kayn,Side.blue,4.0,0.0,15759.0,0.0,7.0,1.714285714,8.0,13.0,5.0,25368.0,1.0,27.0,143709,11197,Few,2
11.0,4.0,Zed,Side.blue,2.0,89.0,10706.0,89.0,7.0,1.714285714,10.0,13.0,4.0,22114.0,1.0,16.0,115494,12455,Few,2
11.0,4.0,LeeSin,Side.blue,8.0,628.0,21159.0,628.0,7.0,1.714285714,4.0,13.0,17.0,31989.0,0.0,24.0,123373,9250,Few,2
11.0,4.0,LeeSin,Side.red,4.0,1373.0,7779.0,1373.0,7.0,1.7142857142857142,8.0,13.0,15.0,28672.0,0.0,29.0,92689,10017,Few,1
11.0,4.0,Taliyah,Side.red,8.0,0.0,23822.0,0.0,7.0,1.7142857142857142,4.0,13.0,12.0,19377.0,0.0,29.0,113012,9482,Few,1
11.0,6.0,Hecarim,Side.red,8.0,0.0,13207.0,0.0,7.0,1.7142857142857142,4.0,13.0,21.0,42959.0,0.0,14.0,155832,9989,Few,0
11.0,4.0,Talon,Side.blue,6.0,0.0,15394.0,0.0,7.0,1.7142857142857142,6.0,14.0,5.0,24608.0,0.0,30.0,136914,11531,Few,1
4.0,11.0,JarvanIV,Side.blue,17.0,0.0,8967.0,0.0,11.0,1.727272727,2.0,14.0,17.0,37065.0,0.0,25.0,111357,9536,Few,2
4.0,12.0,Malphite,Side.blue,5.0,672.0,8500.0,672.0,4.0,1.75,2.0,14.0,16.0,25270.0,0.0,15.0,115816,9149,Many,2
4.0,12.0,Graves,Side.blue,5.0,3663.0,9237.0,3663.0,4.0,1.75,2.0,14.0,17.0,16743.0,2.0,22.0,158858,10569,Many,1
11.0,4.0,Graves,Side.blue,4.0,363.0,18875.0,363.0,4.0,1.75,3.0,13.0,16.0,13191.0,1.0,15.0,149302,9096,Few,0
11.0,4.0,Zac,Side.red,3.0,0.0,3852.0,0.0,4.0,1.75,4.0,13.0,33.0,29724.0,0.0,23.0,135765,9591,Few,1
14.0,4.0,Riven,Side.red,5.0,3935.0,4974.0,3935.0,4.0,1.75,2.0,14.0,18.0,19128.0,2.0,12.0,124471,10636,Many,1
14.0,11.0,Talon,Side.red,9.0,0.0,14306.0,0.0,8.0,1.75,5.0,14.0,5.0,30782.0,0.0,13.0,165532,10193,Few,0
12.0,4.0,Renekton,Side.blue,3.0,4207.0,5705.0,4207.0,4.0,1.75,4.0,13.0,12.0,20290.0,2.0,6.0,102586,9121,Many,1
11.0,4.0,Qiyana,Side.red,8.0,2384.0,16443.0,2384.0,8.0,1.75,6.0,14.0,17.0,24664.0,1.0,34.0,139440,10863,Few,2
4.0,12.0,Shen,Side.blue,7.0,0.0,0.0,0.0,4.0,1.75,0.0,14.0,29.0,19051.0,0.0,18.0,80744,7331,Many,0
11.0,4.0,LeeSin,Side.red,7.0,1408.0,6367.0,1408.0,8.0,1.75,7.0,13.0,14.0,32853.0,0.0,32.0,107887,9873,Few,1
12.0,4.0,Riven,Side.red,9.0,1421.0,6818.0,1421.0,9.0,1.7777777777777777,7.0,14.0,34.0,31482.0,0.0,9.0,91489,9934,Many,0
4.0,11.0,Volibear,Side.blue,8.0,539.0,18895.0,539.0,9.0,1.777777778,8.0,14.0,20.0,40365.0,0.0,35.0,140001,11183,Few,2
4.0,11.0,Volibear,Side.blue,8.0,539.0,18895.0,539.0,9.0,1.777777778,8.0,14.0,20.0,40365.0,0.0,35.0,140001,11183,Few,2
4.0,12.0,Irelia,Side.red,3.0,5471.0,6724.0,5471.0,5.0,1.8,6.0,13.0,12.0,16696.0,3.0,15.0,113606,10177,Many,1
4.0,11.0,Fiddlesticks,Side.red,3.0,2571.0,9593.0,2571.0,5.0,1.8,6.0,14.0,29.0,18447.0,1.0,51.0,108841,9684,Few,0
6.0,4.0,Tryndamere,Side.red,5.0,3136.0,7000.0,3136.0,5.0,1.8,4.0,13.0,3.0,18319.0,1.0,12.0,68074,8054,Many,0
11.0,4.0,LeeSin,Side.red,8.0,1188.0,11442.0,1188.0,5.0,1.8,1.0,14.0,14.0,21076.0,0.0,40.0,126715,8672,Few,1
4.0,12.0,Irelia,Side.red,3.0,5471.0,6724.0,5471.0,5.0,1.8,6.0,13.0,12.0,16696.0,3.0,15.0,113606,10177,Many,1
12.0,4.0,Shen,Side.red,7.0,2156.0,2156.0,2156.0,5.0,1.8,2.0,14.0,15.0,17997.0,1.0,18.0,68689,8227,Many,0
4.0,12.0,Irelia,Side.blue,6.0,3926.0,4174.0,3926.0,5.0,1.8,3.0,14.0,12.0,22238.0,1.0,12.0,123098,9958,Many,1
4.0,12.0,MonkeyKing,Side.red,5.0,357.0,4694.0,357.0,5.0,1.8,4.0,13.0,12.0,16791.0,0.0,6.0,75002,9408,Many,0
11.0,4.0,Elise,Side.red,7.0,0.0,6006.0,0.0,5.0,1.8,2.0,14.0,17.0,18885.0,0.0,30.0,145614,9671,Few,0
4.0,12.0,Renekton,Side.blue,6.0,0.0,1423.0,0.0,5.0,1.8,3.0,14.0,19.0,28632.0,0.0,37.0,89928,9261,Many,2
4.0,12.0,Fiora,Side.red,2.0,6150.0,6150.0,6150.0,5.0,1.8,7.0,13.0,8.0,25811.0,1.0,22.0,98515,11730,Many,0
4.0,11.0,Viego,Side.red,4.0,0.0,8401.0,0.0,5.0,1.8,5.0,13.0,11.0,20901.0,0.0,30.0,112328,9120,Few,2
4.0,11.0,LeeSin,Side.blue,6.0,341.0,12768.0,341.0,11.0,1.818181818,14.0,14.0,32.0,44127.0,1.0,17.0,130666,13570,Few,2
12.0,14.0,Qiyana,Side.red,9.0,0.0,0.0,0.0,11.0,1.818181818,11.0,14.0,10.0,23784.0,0.0,18.0,85509,12690,Many,2
4.0,11.0,Nidalee,Side.red,6.0,123.0,15837.0,123.0,6.0,1.833333333,5.0,13.0,1.0,30082.0,0.0,34.0,145278,10321,Few,2
4.0,12.0,Yasuo,Side.red,5.0,3019.0,6561.0,3019.0,6.0,1.833333333,6.0,14.0,15.0,18080.0,2.0,24.0,112647,10452,Many,2
4.0,11.0,Nidalee,Side.red,6.0,123.0,15837.0,123.0,6.0,1.833333333,5.0,13.0,1.0,30082.0,0.0,34.0,145278,10321,Few,2
12.0,4.0,Malphite,Side.red,5.0,4123.0,4197.0,4123.0,6.0,1.8333333333333333,6.0,13.0,34.0,21417.0,1.0,13.0,85270,9379,Many,1
12.0,4.0,Shen,Side.red,10.0,466.0,1352.0,466.0,6.0,1.8333333333333333,1.0,14.0,28.0,22564.0,0.0,12.0,85912,9150,Many,0
11.0,4.0,Ekko,Side.blue,5.0,0.0,15085.0,0.0,6.0,1.8333333333333333,6.0,14.0,23.0,28664.0,1.0,17.0,173266,11428,Few,0
12.0,4.0,Malphite,Side.red,5.0,4123.0,4197.0,4123.0,6.0,1.8333333333333333,6.0,13.0,34.0,21417.0,1.0,13.0,85270,9379,Many,1
4.0,11.0,RekSai,Side.blue,5.0,0.0,15555.0,0.0,6.0,1.8333333333333333,6.0,13.0,10.0,21696.0,1.0,20.0,125237,10649,Few,1
11.0,4.0,LeeSin,Side.blue,4.0,1204.0,12708.0,1204.0,6.0,1.8333333333333333,7.0,14.0,13.0,31075.0,1.0,28.0,133140,10581,Few,1
12.0,4.0,Shen,Side.red,10.0,466.0,1352.0,466.0,6.0,1.8333333333333333,1.0,14.0,28.0,22564.0,0.0,12.0,85912,9150,Many,0
4.0,12.0,Akshan,Side.red,9.0,4032.0,4124.0,4032.0,6.0,1.8333333333333333,2.0,13.0,1.0,16181.0,1.0,16.0,116315,9282,Many,1
11.0,14.0,Talon,Side.blue,4.0,0.0,11840.0,0.0,7.0,1.857142857,9.0,13.0,5.0,27778.0,1.0,23.0,133176,11175,Few,2
12.0,4.0,Shen,Side.red,6.0,1097.0,3625.0,1097.0,7.0,1.8571428571428568,7.0,14.0,22.0,25455.0,0.0,6.0,94904,10329,Many,1
4.0,11.0,LeeSin,Side.red,10.0,0.0,4474.0,0.0,8.0,1.875,5.0,14.0,16.0,37811.0,0.0,23.0,138779,10398,Few,2
4.0,11.0,RekSai,Side.blue,9.0,198.0,42009.0,198.0,8.0,1.875,6.0,14.0,19.0,28583.0,2.0,35.0,165297,11501,Few,1
4.0,11.0,JarvanIV,Side.red,11.0,0.0,11065.0,0.0,8.0,1.875,4.0,13.0,21.0,29767.0,0.0,15.0,107825,9767,Few,1
4.0,11.0,JarvanIV,Side.red,12.0,11.0,2482.0,11.0,8.0,1.875,3.0,13.0,27.0,33162.0,0.0,31.0,119869,8823,Few,0
12.0,4.0,Singed,Side.red,11.0,437.0,1861.0,437.0,9.0,1.8888888888888888,6.0,14.0,42.0,35106.0,0.0,32.0,97129,10669,Many,1
11.0,4.0,RekSai,Side.red,8.0,1698.0,31388.0,1698.0,9.0,1.8888888888888888,9.0,14.0,21.0,26664.0,0.0,29.0,123508,11563,Few,1
11.0,4.0,RekSai,Side.red,8.0,1698.0,31388.0,1698.0,9.0,1.8888888888888888,9.0,14.0,21.0,26664.0,0.0,29.0,123508,11563,Few,1
12.0,14.0,Poppy,Side.red,1.0,2412.0,2412.0,2412.0,3.0,2.0,5.0,13.0,29.0,16443.0,1.0,20.0,88630,9455,Many,2
11.0,4.0,Diana,Side.red,9.0,1154.0,38745.0,1154.0,7.0,2.0,5.0,13.0,8.0,19477.0,2.0,22.0,136987,10181,Few,1
11.0,4.0,Graves,Side.red,6.0,1244.0,16276.0,1244.0,7.0,2.0,8.0,14.0,24.0,24039.0,0.0,31.0,160573,11607,Few,1
11.0,4.0,Nidalee,Side.red,7.0,0.0,21235.0,0.0,5.0,2.0,3.0,14.0,4.0,26894.0,1.0,25.0,166271,10255,Few,2
4.0,12.0,Jax,Side.red,2.0,2591.0,13340.0,2591.0,2.0,2.0,2.0,14.0,7.0,19651.0,1.0,17.0,126163,9793,Many,1
11.0,4.0,JarvanIV,Side.red,12.0,496.0,24120.0,496.0,7.0,2.0,2.0,14.0,18.0,34631.0,1.0,47.0,138672,10365,Few,1
4.0,11.0,LeeSin,Side.red,6.0,0.0,6701.0,0.0,6.0,2.0,6.0,13.0,20.0,27117.0,0.0,30.0,112072,9432,Few,0
12.0,4.0,Jayce,Side.red,4.0,6934.0,9399.0,6934.0,3.0,2.0,2.0,13.0,3.0,10434.0,2.0,26.0,116426,9643,Many,0
4.0,12.0,Fiora,Side.red,6.0,2432.0,2432.0,2432.0,6.0,2.0,6.0,14.0,11.0,25691.0,0.0,16.0,80299,9388,Many,2
4.0,12.0,Kennen,Side.red,4.0,0.0,2378.0,0.0,4.0,2.0,4.0,13.0,22.0,11547.0,0.0,13.0,69440,7623,Many,2
12.0,4.0,Singed,Side.blue,1.0,2950.0,3518.0,2950.0,2.0,2.0,3.0,14.0,17.0,12960.0,2.0,16.0,98889,8970,Many,0
6.0,4.0,Tryndamere,Side.blue,3.0,4854.0,5639.0,4854.0,5.0,2.0,7.0,14.0,9.0,25296.0,1.0,26.0,113966,11346,Many,1
14.0,12.0,Camille,Side.blue,10.0,1750.0,7796.0,1750.0,8.0,2.0,6.0,14.0,12.0,25411.0,0.0,16.0,99103,10872,Many,2
11.0,4.0,Nidalee,Side.red,9.0,0.0,12176.0,0.0,8.0,2.0,7.0,14.0,3.0,32531.0,0.0,16.0,127654,10301,Few,2
4.0,12.0,Jayce,Side.blue,4.0,5003.0,5611.0,5003.0,2.0,2.0,0.0,13.0,5.0,10722.0,2.0,18.0,103868,8976,Many,0
6.0,11.0,Hecarim,Side.red,8.0,0.0,9687.0,0.0,6.0,2.0,4.0,14.0,20.0,27515.0,0.0,33.0,161155,9923,Few,0
14.0,12.0,Camille,Side.blue,5.0,2340.0,2739.0,2340.0,5.0,2.0,5.0,14.0,16.0,26910.0,1.0,28.0,102453,9447,Many,0
12.0,4.0,Jayce,Side.red,8.0,6342.0,6851.0,6342.0,6.0,2.0,4.0,14.0,7.0,12410.0,1.0,31.0,122562,10303,Many,2
12.0,4.0,Rumble,Side.blue,4.0,0.0,0.0,0.0,4.0,2.0,4.0,13.0,10.0,14364.0,0.0,13.0,87601,8455,Many,1
4.0,11.0,XinZhao,Side.blue,6.0,0.0,5905.0,0.0,6.0,2.0,6.0,13.0,27.0,37369.0,0.0,31.0,114534,9272,Few,2
11.0,4.0,Qiyana,Side.blue,3.0,51.0,17852.0,51.0,5.0,2.0,7.0,13.0,12.0,14508.0,0.0,16.0,139102,10811,Few,1
4.0,11.0,Talon,Side.blue,9.0,0.0,8252.0,0.0,8.0,2.0,7.0,14.0,6.0,27627.0,1.0,23.0,141811,10513,Few,2
14.0,11.0,Talon,Side.red,7.0,537.0,25320.0,537.0,9.0,2.0,11.0,14.0,4.0,24963.0,1.0,17.0,169538,13803,Few,0
4.0,11.0,Graves,Side.blue,2.0,751.0,14741.0,751.0,6.0,2.0,10.0,14.0,19.0,25751.0,0.0,32.0,177148,13601,Few,0
4.0,11.0,Ivern,Side.red,9.0,2039.0,8144.0,2039.0,5.0,2.0,1.0,13.0,41.0,12805.0,0.0,26.0,313316,8182,Few,2
4.0,11.0,Fiddlesticks,Side.red,6.0,0.0,14898.0,0.0,6.0,2.0,6.0,14.0,39.0,29280.0,0.0,45.0,163577,10824,Few,0
4.0,12.0,Jayce,Side.blue,3.0,1015.0,1350.0,1015.0,3.0,2.0,3.0,13.0,6.0,8673.0,1.0,25.0,86272,8477,Many,2
11.0,4.0,Nidalee,Side.red,9.0,0.0,5536.0,0.0,7.0,2.0,5.0,13.0,8.0,24778.0,0.0,30.0,136594,10318,Few,1
4.0,12.0,Gragas,Side.blue,2.0,3322.0,3714.0,3322.0,4.0,2.0,6.0,14.0,41.0,27133.0,1.0,22.0,94763,9224,Many,1
4.0,11.0,Ekko,Side.red,9.0,0.0,10096.0,0.0,6.0,2.0,3.0,14.0,22.0,26883.0,0.0,28.0,167247,9533,Few,0
11.0,4.0,Elise,Side.blue,4.0,355.0,9589.0,355.0,5.0,2.0,6.0,13.0,22.0,17949.0,0.0,42.0,93884,8745,Few,2
4.0,12.0,Akshan,Side.red,0.0,1808.0,1808.0,1808.0,1.0,2.0,2.0,13.0,0.0,9535.0,1.0,26.0,88162,7473,Many,2
11.0,4.0,XinZhao,Side.blue,10.0,1850.0,25880.0,1850.0,7.0,2.0,4.0,13.0,14.0,28280.0,1.0,19.0,121588,8709,Few,2
11.0,4.0,Nidalee,Side.blue,11.0,209.0,25544.0,209.0,8.0,2.0,5.0,14.0,7.0,36348.0,1.0,42.0,136863,10115,Few,1
4.0,11.0,Graves,Side.blue,2.0,751.0,14741.0,751.0,6.0,2.0,10.0,14.0,19.0,25751.0,0.0,32.0,177148,13601,Few,0
6.0,11.0,Hecarim,Side.blue,4.0,0.0,10283.0,0.0,6.0,2.0,8.0,14.0,11.0,36243.0,0.0,24.0,155463,10745,Few,2
14.0,4.0,Pantheon,Side.blue,2.0,4703.0,5739.0,4703.0,2.0,2.0,2.0,14.0,12.0,17036.0,1.0,16.0,142565,10444,Many,2
11.0,4.0,Viego,Side.red,8.0,2844.0,10546.0,2844.0,6.0,2.0,4.0,14.0,8.0,24228.0,1.0,18.0,138422,10405,Few,0
11.0,4.0,LeeSin,Side.blue,4.0,535.0,4369.0,535.0,7.0,2.0,10.0,13.0,20.0,26321.0,0.0,23.0,105529,10967,Few,1
14.0,12.0,Camille,Side.blue,5.0,2340.0,2739.0,2340.0,5.0,2.0,5.0,14.0,16.0,26910.0,1.0,28.0,102453,9447,Many,0
12.0,4.0,Jayce,Side.blue,13.0,7502.0,9695.0,7502.0,9.0,2.0,5.0,14.0,7.0,16909.0,2.0,22.0,107578,11682,Many,1
