d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,minions_killed,server
12.0,4.0,Akshan,Side.blue,2.0,1111.0,1111.0,1111.0,8.0,1.0,6.0,13.0,2.0,18176.0,1.0,22.0,101330,10593,Many,1
4.0,12.0,Jayce,Side.red,2.0,3798.0,4672.0,3798.0,8.0,1.0,6.0,14.0,6.0,15423.0,1.0,18.0,124786,10599,Many,1
4.0,12.0,Fiora,Side.blue,4.0,5414.0,5888.0,5414.0,7.0,1.0,3.0,13.0,8.0,22835.0,1.0,15.0,81748,9007,Many,2
11.0,4.0,Graves,Side.red,6.0,0.0,14110.0,0.0,9.0,1.0,3.0,13.0,9.0,22432.0,0.0,28.0,136964,10078,Few,0
12.0,4.0,Graves,Side.red,1.0,3439.0,8456.0,3439.0,6.0,1.0,5.0,13.0,16.0,19795.0,1.0,25.0,146608,9796,Many,1
11.0,4.0,Ekko,Side.red,2.0,742.0,13321.0,742.0,8.0,1.0,6.0,13.0,25.0,29017.0,0.0,17.0,148546,10084,Few,0
4.0,12.0,Poppy,Side.blue,4.0,927.0,2112.0,927.0,7.0,1.0,3.0,14.0,26.0,25309.0,0.0,17.0,84773,9214,Many,0
4.0,11.0,LeeSin,Side.red,2.0,0.0,9839.0,0.0,6.0,1.0,4.0,13.0,13.0,24289.0,0.0,22.0,123509,8924,Few,0
12.0,4.0,DrMundo,Side.blue,4.0,5031.0,7202.0,5031.0,6.0,1.0,2.0,14.0,13.0,26587.0,2.0,12.0,118137,10448,Many,0
4.0,11.0,Lillia,Side.blue,8.0,0.0,9470.0,0.0,11.0,1.0,3.0,13.0,20.0,34596.0,0.0,19.0,144534,9526,Few,0
4.0,11.0,Talon,Side.blue,6.0,991.0,11111.0,991.0,10.0,1.0,4.0,13.0,3.0,23274.0,1.0,14.0,122181,11005,Few,1
4.0,12.0,Fiora,Side.blue,4.0,5752.0,7726.0,5752.0,5.0,1.0,1.0,13.0,8.0,21865.0,1.0,11.0,87896,8417,Many,0
11.0,4.0,Viego,Side.blue,4.0,0.0,24109.0,0.0,8.0,1.0,4.0,14.0,19.0,39628.0,1.0,33.0,158915,10130,Few,1
14.0,12.0,Gwen,Side.red,2.0,2211.0,8713.0,2211.0,5.0,1.0,3.0,13.0,4.0,21663.0,1.0,17.0,101542,8396,Many,0
11.0,14.0,Talon,Side.red,0.0,0.0,24191.0,0.0,9.0,1.0,9.0,14.0,4.0,34341.0,0.0,26.0,199105,11950,Few,0
4.0,12.0,Poppy,Side.red,2.0,2989.0,6407.0,2989.0,7.0,1.0,5.0,14.0,30.0,27551.0,1.0,16.0,126078,9651,Many,0
4.0,12.0,Sett,Side.blue,4.0,0.0,8855.0,0.0,7.0,1.0,3.0,14.0,124.0,38263.0,0.0,14.0,97970,9170,Many,0
12.0,4.0,Irelia,Side.red,3.0,1534.0,5413.0,1534.0,6.0,1.0,3.0,14.0,10.0,16442.0,0.0,30.0,123007,10306,Many,1
6.0,4.0,Tryndamere,Side.red,2.0,0.0,2840.0,0.0,5.0,1.0,3.0,13.0,7.0,27456.0,0.0,25.0,93129,8494,Many,1
4.0,12.0,Jayce,Side.red,7.0,4005.0,8116.0,4005.0,9.0,1.0,2.0,14.0,8.0,17067.0,2.0,16.0,122031,9577,Many,1
11.0,4.0,Kayn,Side.blue,5.0,0.0,21915.0,0.0,12.0,1.0,7.0,14.0,12.0,30834.0,0.0,26.0,165140,11588,Few,1
4.0,12.0,Yone,Side.blue,1.0,6114.0,11678.0,6114.0,7.0,1.0,6.0,14.0,21.0,23092.0,2.0,20.0,150014,11888,Many,0
4.0,12.0,Irelia,Side.blue,5.0,1697.0,1697.0,1697.0,8.0,1.0,3.0,13.0,7.0,22169.0,1.0,18.0,97117,9191,Many,1
11.0,4.0,Talon,Side.blue,4.0,3374.0,20418.0,3374.0,9.0,1.0,5.0,14.0,4.0,33104.0,3.0,25.0,179876,12333,Few,2
4.0,12.0,Singed,Side.blue,2.0,1020.0,2547.0,1020.0,2.0,1.0,0.0,13.0,19.0,15732.0,0.0,13.0,92280,7547,Many,0
12.0,4.0,Urgot,Side.blue,4.0,5290.0,5290.0,5290.0,6.0,1.0,2.0,13.0,13.0,17939.0,2.0,10.0,88594,9114,Many,2
14.0,12.0,Gwen,Side.red,2.0,387.0,1334.0,387.0,6.0,1.0,4.0,14.0,3.0,21215.0,1.0,27.0,93396,9112,Many,0
4.0,12.0,Gangplank,Side.blue,2.0,0.0,79.0,0.0,3.0,1.0,1.0,13.0,10.0,11085.0,0.0,8.0,96997,8440,Many,0
4.0,12.0,Illaoi,Side.blue,3.0,3084.0,6055.0,3084.0,6.0,1.0,3.0,13.0,3.0,26174.0,1.0,15.0,120543,8745,Many,0
4.0,12.0,Sett,Side.blue,3.0,1885.0,2979.0,1885.0,7.0,1.0,4.0,13.0,26.0,28402.0,2.0,14.0,95737,10427,Many,2
12.0,14.0,Akali,Side.red,5.0,753.0,810.0,753.0,6.0,1.0,1.0,13.0,1.0,16535.0,0.0,17.0,61167,7166,Many,1
4.0,11.0,Kayn,Side.red,3.0,0.0,18313.0,0.0,4.0,1.0,1.0,14.0,18.0,36819.0,0.0,15.0,187980,9104,Few,0
4.0,12.0,Jayce,Side.red,3.0,736.0,736.0,736.0,6.0,1.0,3.0,13.0,6.0,20601.0,0.0,14.0,97224,9403,Many,2
12.0,4.0,Graves,Side.red,3.0,2087.0,9236.0,2087.0,10.0,1.0,7.0,14.0,13.0,22824.0,1.0,25.0,119105,10486,Many,1
12.0,4.0,Kled,Side.red,1.0,4646.0,4646.0,4646.0,3.0,1.0,2.0,13.0,5.0,17562.0,2.0,11.0,82681,9426,Many,0
4.0,11.0,Karthus,Side.red,5.0,2192.0,16844.0,2192.0,7.0,1.0,2.0,14.0,16.0,18912.0,3.0,14.0,148352,9941,Few,1
12.0,4.0,Renekton,Side.red,3.0,3022.0,4500.0,3022.0,6.0,1.0,3.0,13.0,20.0,29514.0,1.0,10.0,93588,8774,Many,2
11.0,4.0,XinZhao,Side.red,5.0,1363.0,20987.0,1363.0,5.0,1.0,0.0,14.0,24.0,29846.0,1.0,38.0,146182,8986,Few,0
4.0,6.0,Garen,Side.red,1.0,2977.0,10455.0,2977.0,4.0,1.0,3.0,13.0,17.0,16289.0,1.0,12.0,88911,8662,Many,0
4.0,11.0,Viego,Side.blue,4.0,570.0,6375.0,570.0,7.0,1.0,3.0,13.0,18.0,27731.0,0.0,33.0,144461,9728,Few,0
12.0,14.0,Riven,Side.blue,6.0,0.0,1011.0,0.0,11.0,1.0,5.0,13.0,18.0,20670.0,0.0,10.0,67975,8938,Many,2
4.0,11.0,Viego,Side.blue,5.0,0.0,12564.0,0.0,7.0,1.0,2.0,14.0,7.0,29199.0,0.0,23.0,129954,8688,Few,0
14.0,12.0,Akali,Side.red,4.0,780.0,1216.0,780.0,7.0,1.0,3.0,14.0,1.0,25604.0,0.0,13.0,89273,8539,Many,2
4.0,12.0,Irelia,Side.blue,8.0,2909.0,3404.0,2909.0,9.0,1.0,1.0,14.0,22.0,25850.0,1.0,16.0,128719,10704,Many,2
12.0,4.0,Illaoi,Side.red,1.0,4657.0,8905.0,4657.0,5.0,1.0,4.0,14.0,1.0,19092.0,2.0,9.0,123903,10054,Many,2
4.0,11.0,Viego,Side.blue,5.0,1956.0,23113.0,1956.0,8.0,1.0,3.0,13.0,11.0,37649.0,1.0,37.0,126468,9178,Few,2
14.0,4.0,Pantheon,Side.blue,4.0,2367.0,2551.0,2367.0,6.0,1.0,2.0,14.0,17.0,21308.0,1.0,19.0,119536,9824,Many,2
4.0,12.0,Graves,Side.red,1.0,3303.0,3303.0,3303.0,4.0,1.0,3.0,14.0,10.0,13585.0,1.0,33.0,127231,10409,Many,2
12.0,4.0,Jayce,Side.red,4.0,2630.0,4411.0,2630.0,6.0,1.0,2.0,14.0,6.0,18663.0,1.0,26.0,135546,10272,Many,2
11.0,4.0,Nocturne,Side.blue,2.0,373.0,14240.0,373.0,5.0,1.0,3.0,13.0,98.0,22234.0,0.0,44.0,141453,9453,Few,0
14.0,11.0,Talon,Side.blue,7.0,0.0,7964.0,0.0,11.0,1.0,4.0,13.0,6.0,27198.0,0.0,20.0,122980,9268,Few,2
12.0,4.0,Viktor,Side.blue,5.0,1207.0,1792.0,1207.0,5.0,1.0,0.0,14.0,12.0,9568.0,0.0,10.0,99971,8044,Many,2
11.0,4.0,Diana,Side.red,10.0,0.0,26212.0,0.0,13.0,1.076923077,4.0,14.0,14.0,31421.0,1.0,26.0,149179,10458,Few,2
12.0,4.0,Rumble,Side.red,7.0,1444.0,4027.0,1444.0,11.0,1.0909090909090908,5.0,14.0,15.0,23373.0,1.0,23.0,123600,11050,Many,1
4.0,12.0,Singed,Side.blue,9.0,1103.0,2494.0,1103.0,10.0,1.1,2.0,14.0,39.0,25866.0,1.0,28.0,97466,8848,Many,2
11.0,4.0,XinZhao,Side.red,8.0,1812.0,26479.0,1812.0,10.0,1.1,3.0,14.0,25.0,47388.0,2.0,19.0,115321,8665,Few,2
4.0,12.0,Camille,Side.blue,8.0,1751.0,6127.0,1751.0,9.0,1.111111111,2.0,13.0,12.0,23275.0,0.0,12.0,77778,8150,Many,2
12.0,4.0,Graves,Side.blue,3.0,2723.0,4673.0,2723.0,9.0,1.111111111,7.0,13.0,15.0,24619.0,1.0,25.0,120481,11469,Many,2
4.0,12.0,Malphite,Side.blue,8.0,80.0,841.0,80.0,9.0,1.111111111,2.0,13.0,24.0,20600.0,0.0,19.0,69649,7313,Many,2
12.0,14.0,Akali,Side.red,6.0,0.0,0.0,0.0,9.0,1.1111111111111112,4.0,14.0,2.0,24852.0,0.0,14.0,83183,8292,Many,1
4.0,12.0,Jax,Side.blue,3.0,5963.0,11463.0,5963.0,9.0,1.1111111111111112,7.0,14.0,26.0,25043.0,2.0,11.0,132150,11956,Many,1
4.0,12.0,Jax,Side.blue,3.0,5963.0,11463.0,5963.0,9.0,1.1111111111111112,7.0,14.0,26.0,25043.0,2.0,11.0,132150,11956,Many,1
11.0,4.0,Udyr,Side.blue,5.0,0.0,12560.0,0.0,8.0,1.125,4.0,13.0,26.0,22312.0,0.0,33.0,116921,9095,Few,2
12.0,14.0,Camille,Side.red,4.0,0.0,3774.0,0.0,8.0,1.125,5.0,14.0,13.0,26492.0,0.0,25.0,63597,8756,Many,0
12.0,4.0,Poppy,Side.red,7.0,1618.0,1618.0,1618.0,8.0,1.125,2.0,13.0,26.0,22521.0,1.0,27.0,95462,8627,Many,0
4.0,12.0,Jayce,Side.blue,0.0,1762.0,1762.0,1762.0,7.0,1.1428571428571428,8.0,13.0,9.0,18961.0,1.0,25.0,93885,10626,Many,0
4.0,12.0,Sylas,Side.red,4.0,1242.0,1280.0,1242.0,7.0,1.1428571428571428,4.0,13.0,22.0,22622.0,1.0,16.0,71040,7536,Many,0
12.0,4.0,Camille,Side.blue,4.0,4600.0,4600.0,4600.0,7.0,1.1428571428571428,4.0,14.0,34.0,30928.0,2.0,19.0,117051,10531,Many,1
6.0,14.0,Vladimir,Side.red,5.0,997.0,3377.0,997.0,7.0,1.1428571428571428,3.0,13.0,2.0,21851.0,0.0,11.0,87637,9018,Many,0
11.0,4.0,Nunu,Side.red,12.0,0.0,8303.0,0.0,14.0,1.1428571428571428,4.0,13.0,42.0,39989.0,0.0,16.0,96705,9291,Few,1
4.0,12.0,Jayce,Side.blue,0.0,1762.0,1762.0,1762.0,7.0,1.1428571428571428,8.0,13.0,9.0,18961.0,1.0,25.0,93885,10626,Many,0
4.0,12.0,Jayce,Side.red,6.0,3556.0,12654.0,3556.0,7.0,1.142857143,2.0,13.0,5.0,13029.0,1.0,29.0,121192,9770,Many,2
11.0,4.0,Ivern,Side.red,7.0,0.0,5932.0,0.0,7.0,1.142857143,1.0,13.0,31.0,18088.0,0.0,26.0,235537,6992,Few,2
4.0,12.0,Ornn,Side.blue,5.0,1108.0,2607.0,1108.0,7.0,1.142857143,3.0,14.0,34.0,22619.0,0.0,14.0,94230,9963,Many,2
14.0,12.0,Camille,Side.blue,9.0,2051.0,6486.0,2051.0,13.0,1.153846154,6.0,13.0,16.0,31630.0,1.0,24.0,68681,9151,Few,2
11.0,4.0,Poppy,Side.blue,6.0,0.0,17923.0,0.0,6.0,1.1666666666666667,1.0,13.0,24.0,27034.0,1.0,37.0,123088,8255,Few,1
12.0,14.0,DrMundo,Side.red,3.0,106.0,106.0,106.0,6.0,1.1666666666666667,4.0,13.0,15.0,29487.0,0.0,27.0,91743,8956,Many,0
4.0,12.0,Fiora,Side.red,3.0,7141.0,7141.0,7141.0,6.0,1.1666666666666667,4.0,13.0,6.0,27432.0,3.0,20.0,81751,8583,Many,1
14.0,4.0,Gnar,Side.blue,4.0,2576.0,2667.0,2576.0,6.0,1.1666666666666667,3.0,13.0,23.0,15481.0,0.0,11.0,89269,8130,Many,0
4.0,14.0,Teemo,Side.red,2.0,1785.0,4074.0,1785.0,6.0,1.166666667,5.0,14.0,28.0,16619.0,0.0,28.0,104181,9875,Many,2
14.0,12.0,Camille,Side.blue,2.0,5529.0,5835.0,5529.0,6.0,1.166666667,5.0,13.0,11.0,16329.0,2.0,20.0,75154,8089,Many,2
12.0,14.0,Camille,Side.red,3.0,2717.0,2717.0,2717.0,6.0,1.166666667,4.0,14.0,13.0,19471.0,1.0,12.0,99474,10653,Many,2
11.0,4.0,Olaf,Side.red,10.0,521.0,13439.0,521.0,11.0,1.181818181818182,3.0,13.0,13.0,32199.0,0.0,35.0,121217,9168,Few,1
4.0,11.0,XinZhao,Side.blue,9.0,796.0,22033.0,796.0,11.0,1.181818182,4.0,14.0,18.0,41373.0,0.0,31.0,129159,10073,Few,2
4.0,12.0,Malphite,Side.red,4.0,2149.0,2149.0,2149.0,5.0,1.2,2.0,13.0,22.0,11361.0,0.0,12.0,78927,7319,Many,2
4.0,12.0,Kennen,Side.blue,5.0,2777.0,5325.0,2777.0,5.0,1.2,1.0,13.0,15.0,16809.0,1.0,15.0,80991,8264,Many,0
6.0,4.0,Darius,Side.blue,2.0,6235.0,9849.0,6235.0,5.0,1.2,4.0,14.0,21.0,26683.0,2.0,3.0,133697,11094,Many,2
12.0,4.0,Irelia,Side.blue,3.0,2972.0,7241.0,2972.0,5.0,1.2,3.0,13.0,5.0,19817.0,1.0,22.0,130030,10112,Many,1
6.0,4.0,Tryndamere,Side.red,3.0,1448.0,6647.0,1448.0,5.0,1.2,3.0,14.0,8.0,28452.0,0.0,26.0,132082,9700,Many,1
12.0,4.0,Irelia,Side.red,1.0,1832.0,2358.0,1832.0,5.0,1.2,5.0,13.0,8.0,13332.0,0.0,8.0,92991,8155,Many,1
4.0,14.0,Teemo,Side.blue,3.0,3789.0,12237.0,3789.0,5.0,1.2,3.0,14.0,19.0,13241.0,1.0,15.0,100204,9193,Many,1
4.0,12.0,Poppy,Side.red,2.0,2797.0,2797.0,2797.0,5.0,1.2,4.0,14.0,32.0,22234.0,1.0,16.0,113302,9565,Many,0
12.0,14.0,Camille,Side.blue,1.0,6292.0,7521.0,6292.0,5.0,1.2,5.0,14.0,16.0,20182.0,1.0,22.0,102949,10539,Many,2
12.0,4.0,Irelia,Side.blue,6.0,3918.0,3918.0,3918.0,9.0,1.222222222,5.0,14.0,12.0,31070.0,1.0,23.0,131048,10689,Many,2
11.0,4.0,Viego,Side.blue,7.0,0.0,14865.0,0.0,9.0,1.222222222,4.0,14.0,23.0,32138.0,0.0,50.0,139882,10829,Few,2
11.0,4.0,LeeSin,Side.red,6.0,46.0,21974.0,46.0,9.0,1.2222222222222223,5.0,13.0,16.0,32884.0,1.0,22.0,156098,9851,Few,1
12.0,4.0,Jayce,Side.blue,7.0,8032.0,20290.0,8032.0,9.0,1.2222222222222223,4.0,13.0,8.0,16655.0,4.0,10.0,111390,10574,Many,1
4.0,11.0,Nidalee,Side.blue,7.0,0.0,21911.0,0.0,9.0,1.2222222222222223,4.0,14.0,2.0,31238.0,0.0,34.0,134924,10901,Few,1
11.0,4.0,Talon,Side.red,5.0,189.0,7043.0,189.0,9.0,1.2222222222222223,6.0,13.0,5.0,25424.0,0.0,24.0,146627,11058,Few,1
12.0,14.0,Akali,Side.blue,2.0,0.0,320.0,0.0,8.0,1.25,8.0,14.0,3.0,25310.0,0.0,13.0,107324,9850,Many,2
4.0,12.0,Yorick,Side.blue,4.0,1194.0,1194.0,1194.0,4.0,1.25,1.0,13.0,4.0,12707.0,0.0,6.0,65908,6873,Many,0
11.0,4.0,Nidalee,Side.blue,4.0,0.0,1630.0,0.0,8.0,1.25,6.0,13.0,2.0,26196.0,0.0,14.0,110711,10113,Few,0
4.0,6.0,Tryndamere,Side.red,7.0,3520.0,4810.0,3520.0,8.0,1.25,3.0,14.0,12.0,33040.0,1.0,17.0,127598,9826,Many,0
12.0,4.0,Gangplank,Side.red,7.0,2915.0,5969.0,2915.0,8.0,1.25,3.0,13.0,7.0,22384.0,0.0,7.0,110050,8822,Many,1
11.0,3.0,Gwen,Side.red,3.0,3565.0,16593.0,3565.0,8.0,1.25,7.0,13.0,8.0,26802.0,2.0,25.0,138309,10903,Few,1
11.0,4.0,Ekko,Side.blue,3.0,1518.0,24090.0,1518.0,4.0,1.25,2.0,14.0,23.0,29663.0,0.0,21.0,180340,10792,Few,0
4.0,11.0,Nidalee,Side.blue,1.0,2036.0,32082.0,2036.0,4.0,1.25,4.0,14.0,1.0,31344.0,0.0,34.0,182086,10968,Few,0
4.0,11.0,Nidalee,Side.blue,1.0,2036.0,32082.0,2036.0,4.0,1.25,4.0,14.0,1.0,31344.0,0.0,34.0,182086,10968,Few,0
11.0,4.0,Elise,Side.red,7.0,0.0,8230.0,0.0,11.0,1.2727272727272727,7.0,14.0,30.0,28178.0,0.0,25.0,78635,11031,Few,1
11.0,4.0,Ekko,Side.red,8.0,0.0,11435.0,0.0,11.0,1.2727272727272727,6.0,13.0,19.0,26940.0,0.0,24.0,118134,8742,Few,1
11.0,4.0,RekSai,Side.red,6.0,0.0,8272.0,0.0,11.0,1.272727273,8.0,14.0,17.0,30843.0,0.0,32.0,129738,10755,Few,2
4.0,11.0,Ekko,Side.red,4.0,1266.0,12417.0,1266.0,7.0,1.2857142857142858,5.0,14.0,9.0,36647.0,1.0,35.0,193640,11847,Few,0
4.0,12.0,Graves,Side.blue,5.0,1766.0,5109.0,1766.0,7.0,1.2857142857142858,4.0,13.0,13.0,18794.0,0.0,22.0,108245,8842,Many,1
12.0,4.0,Jax,Side.blue,6.0,5036.0,8879.0,5036.0,7.0,1.2857142857142858,3.0,14.0,7.0,23913.0,2.0,22.0,135622,11260,Many,1
12.0,14.0,Camille,Side.blue,8.0,0.0,1459.0,0.0,7.0,1.2857142857142858,1.0,13.0,13.0,22836.0,0.0,29.0,73569,8100,Many,0
11.0,4.0,Zac,Side.red,4.0,0.0,4215.0,0.0,7.0,1.2857142857142858,5.0,14.0,39.0,38636.0,0.0,29.0,119044,9993,Few,1
12.0,4.0,Fiora,Side.blue,6.0,4887.0,20162.0,4887.0,7.0,1.2857142857142858,3.0,13.0,6.0,23820.0,2.0,14.0,100813,8818,Many,0
4.0,11.0,Zed,Side.blue,2.0,0.0,6835.0,0.0,10.0,1.3,11.0,14.0,3.0,27568.0,0.0,28.0,140257,11630,Few,2
11.0,4.0,LeeSin,Side.blue,8.0,928.0,10213.0,928.0,10.0,1.3,5.0,14.0,21.0,28422.0,0.0,28.0,86085,9062,Few,1
4.0,11.0,LeeSin,Side.blue,7.0,1458.0,11363.0,1458.0,10.0,1.3,6.0,13.0,17.0,30124.0,0.0,26.0,95904,9055,Few,1
4.0,11.0,Kayn,Side.red,6.0,0.0,7139.0,0.0,13.0,1.3076923076923077,11.0,14.0,13.0,37983.0,0.0,15.0,144494,13238,Few,0
12.0,4.0,Irelia,Side.blue,4.0,2716.0,12036.0,2716.0,6.0,1.333333333,4.0,14.0,12.0,20536.0,1.0,21.0,140155,10906,Many,2
4.0,12.0,Jayce,Side.blue,7.0,3065.0,4407.0,3065.0,9.0,1.333333333,5.0,13.0,8.0,18037.0,1.0,13.0,99843,11486,Many,2
11.0,4.0,Warwick,Side.blue,6.0,0.0,6365.0,0.0,12.0,1.333333333,10.0,13.0,18.0,39670.0,0.0,21.0,73251,9588,Few,2
4.0,12.0,Jax,Side.red,5.0,0.0,0.0,0.0,6.0,1.333333333,3.0,14.0,13.0,23828.0,0.0,17.0,80097,9822,Many,2
11.0,4.0,Zed,Side.blue,5.0,854.0,28192.0,854.0,6.0,1.333333333,3.0,13.0,4.0,23499.0,1.0,26.0,163951,9937,Few,2
12.0,4.0,Ornn,Side.red,1.0,0.0,1778.0,0.0,3.0,1.333333333,3.0,13.0,22.0,15969.0,0.0,15.0,72194,7454,Many,2
12.0,4.0,Jayce,Side.red,4.0,1565.0,2727.0,1565.0,6.0,1.3333333333333333,4.0,13.0,5.0,12402.0,1.0,9.0,92637,8139,Many,1
4.0,11.0,Evelynn,Side.blue,4.0,272.0,18912.0,272.0,6.0,1.3333333333333333,4.0,13.0,7.0,25925.0,1.0,20.0,150519,10816,Few,0
12.0,4.0,Sett,Side.red,5.0,4066.0,7022.0,4066.0,6.0,1.3333333333333333,3.0,14.0,18.0,20088.0,1.0,14.0,80816,9399,Many,0
4.0,11.0,Fiddlesticks,Side.blue,6.0,584.0,12236.0,584.0,6.0,1.3333333333333333,2.0,13.0,24.0,23812.0,0.0,51.0,146004,9416,Few,0
12.0,4.0,Renekton,Side.blue,3.0,2246.0,2920.0,2246.0,6.0,1.3333333333333333,5.0,14.0,29.0,33436.0,1.0,14.0,106881,9974,Many,1
4.0,12.0,Yone,Side.red,2.0,0.0,4351.0,0.0,6.0,1.3333333333333333,6.0,14.0,20.0,15500.0,0.0,13.0,106979,10353,Many,1
11.0,4.0,Graves,Side.blue,0.0,1042.0,20483.0,1042.0,3.0,1.3333333333333333,4.0,13.0,12.0,13696.0,0.0,18.0,161092,9228,Few,1
4.0,11.0,Graves,Side.blue,2.0,1281.0,36033.0,1281.0,6.0,1.3333333333333333,6.0,14.0,11.0,21754.0,3.0,39.0,163785,12072,Few,1
4.0,21.0,Warwick,Side.red,1.0,3247.0,5175.0,3247.0,3.0,1.3333333333333333,3.0,14.0,10.0,22023.0,0.0,6.0,85540,8957,Many,0
4.0,6.0,Darius,Side.blue,7.0,5843.0,6983.0,5843.0,6.0,1.3333333333333333,1.0,14.0,14.0,23498.0,3.0,29.0,111877,10285,Many,0
4.0,11.0,Kayn,Side.blue,6.0,0.0,8610.0,0.0,9.0,1.3333333333333333,6.0,14.0,9.0,30626.0,0.0,24.0,160234,11166,Few,0
12.0,4.0,Renekton,Side.red,1.0,2240.0,2240.0,2240.0,3.0,1.3333333333333333,3.0,14.0,15.0,16626.0,1.0,29.0,110172,9470,Many,1
4.0,6.0,Tryndamere,Side.blue,7.0,5196.0,8917.0,5196.0,11.0,1.3636363636363635,8.0,14.0,4.0,35336.0,1.0,14.0,130209,11511,Many,0
14.0,4.0,Pantheon,Side.red,7.0,2338.0,2470.0,2338.0,11.0,1.363636364,8.0,14.0,24.0,25452.0,2.0,15.0,80697,9941,Few,2
4.0,11.0,Rengar,Side.blue,2.0,183.0,16405.0,183.0,8.0,1.375,9.0,13.0,9.0,25273.0,0.0,32.0,138013,10917,Few,0
11.0,4.0,LeeSin,Side.blue,4.0,3200.0,6037.0,3200.0,8.0,1.375,7.0,13.0,13.0,25251.0,1.0,19.0,124221,10086,Few,1
11.0,4.0,Trundle,Side.blue,5.0,0.0,9554.0,0.0,8.0,1.375,6.0,13.0,19.0,30017.0,0.0,25.0,99955,9078,Few,2
11.0,4.0,LeeSin,Side.red,7.0,0.0,6709.0,0.0,8.0,1.375,4.0,14.0,16.0,40380.0,0.0,29.0,105298,8902,Few,2
11.0,3.0,Karthus,Side.blue,5.0,0.0,12242.0,0.0,8.0,1.375,6.0,14.0,12.0,27320.0,0.0,3.0,156755,11332,Few,0
11.0,4.0,Trundle,Side.blue,5.0,0.0,9554.0,0.0,8.0,1.375,6.0,13.0,19.0,30017.0,0.0,25.0,99955,9078,Few,2
11.0,4.0,Taliyah,Side.blue,6.0,0.0,12161.0,0.0,8.0,1.375,5.0,14.0,14.0,19230.0,0.0,23.0,134395,9865,Few,1
4.0,12.0,Akshan,Side.red,4.0,275.0,3304.0,275.0,5.0,1.4,3.0,13.0,0.0,12018.0,0.0,17.0,89801,9048,Many,1
12.0,14.0,Akali,Side.red,4.0,3318.0,4482.0,3318.0,5.0,1.4,3.0,13.0,2.0,17872.0,1.0,14.0,87494,8044,Many,2
12.0,4.0,Yone,Side.red,5.0,1854.0,6329.0,1854.0,5.0,1.4,2.0,13.0,8.0,13599.0,1.0,21.0,126155,8885,Many,1
4.0,11.0,Kayn,Side.red,6.0,0.0,25225.0,0.0,10.0,1.4,8.0,14.0,7.0,33811.0,0.0,17.0,164591,11634,Few,2
1.0,4.0,Taliyah,Side.red,13.0,524.0,753.0,524.0,15.0,1.4,8.0,14.0,17.0,24468.0,0.0,30.0,121285,12405,Many,0
12.0,4.0,Jayce,Side.blue,11.0,0.0,138.0,0.0,10.0,1.4,3.0,14.0,5.0,19725.0,0.0,18.0,91667,9062,Many,0
12.0,4.0,Yone,Side.red,5.0,1854.0,6329.0,1854.0,5.0,1.4,2.0,13.0,8.0,13599.0,1.0,21.0,126155,8885,Many,1
12.0,4.0,Sett,Side.blue,3.0,3422.0,5233.0,3422.0,5.0,1.4,4.0,13.0,14.0,17809.0,1.0,8.0,68004,8039,Many,0
14.0,11.0,Hecarim,Side.red,4.0,0.0,19084.0,0.0,7.0,1.4285714285714286,6.0,13.0,14.0,26757.0,0.0,19.0,136773,9460,Few,0
4.0,12.0,Sylas,Side.blue,4.0,5149.0,11586.0,5149.0,7.0,1.4285714285714286,6.0,14.0,34.0,26520.0,2.0,18.0,122330,11173,Many,1
11.0,4.0,XinZhao,Side.red,7.0,0.0,8132.0,0.0,7.0,1.4285714285714286,3.0,13.0,20.0,32445.0,0.0,25.0,108937,9222,Few,1
4.0,12.0,Sylas,Side.red,7.0,3313.0,5045.0,3313.0,7.0,1.428571429,3.0,14.0,14.0,27496.0,2.0,23.0,91518,9795,Many,2
4.0,11.0,Viego,Side.blue,4.0,0.0,15832.0,0.0,7.0,1.428571429,6.0,14.0,11.0,29110.0,0.0,25.0,147501,10291,Few,2
11.0,4.0,Qiyana,Side.blue,3.0,0.0,8026.0,0.0,7.0,1.428571429,7.0,14.0,10.0,26773.0,0.0,33.0,151022,10624,Few,2
4.0,11.0,Qiyana,Side.blue,5.0,424.0,8902.0,424.0,7.0,1.428571429,5.0,14.0,16.0,27528.0,0.0,14.0,151929,9472,Few,2
4.0,11.0,Nidalee,Side.blue,11.0,0.0,3035.0,0.0,9.0,1.4444444440000002,2.0,14.0,3.0,28426.0,0.0,18.0,119671,8569,Few,2
4.0,12.0,Ornn,Side.blue,13.0,0.0,356.0,0.0,9.0,1.4444444440000002,0.0,14.0,42.0,28914.0,0.0,11.0,102719,7450,Many,2
4.0,12.0,Karma,Side.red,10.0,3069.0,6502.0,3069.0,9.0,1.4444444440000002,3.0,14.0,54.0,23414.0,2.0,34.0,100746,9789,Many,2
11.0,14.0,Talon,Side.red,6.0,3820.0,22031.0,3820.0,9.0,1.4444444440000002,7.0,13.0,5.0,29578.0,2.0,26.0,160045,11176,Few,2
4.0,11.0,Graves,Side.red,10.0,0.0,10464.0,0.0,9.0,1.4444444444444444,3.0,14.0,18.0,22014.0,0.0,33.0,140511,9789,Few,1
4.0,11.0,LeeSin,Side.red,6.0,0.0,8783.0,0.0,11.0,1.454545455,10.0,13.0,29.0,42102.0,0.0,26.0,108318,11446,Few,2
